Tx_0 Batt,Tx_0 Time,Tx_1 Batt,Tx_1 Time,Tx_2 Batt,Tx_2 Time,Tx_3 Batt,Tx_3 Time,Tx_4 Batt,Tx_4 Time,Tx_5 Batt,Tx_5 Time,Tx_6 Batt,Tx_6 Time,Tx_7 Batt,Tx_7 Time,X_Coord,Y_Coord,Tx_0 RSSI,Tx_1 RSSI,Tx_2 RSSI,Tx_3 RSSI,Tx_4 RSSI,Tx_5 RSSI,Tx_6 RSSI,Tx_7 RSSI
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.371543337705944,-76.98727277007434,-75.53880832175018,-76.05757469778052,,-73.43570753173952,-71.36745726699702,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.88419720860492,-78.74482313422668,-73.41891063961393,-77.94604690101735,,-78.46098539516699,-72.69270105452256,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.43467253865744,-78.42863763630115,-74.16601507908126,-76.34874795425925,,-74.94593135019063,-71.32659931651129,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.53198283305403,-76.75344068045094,-72.26662154473858,-76.6910778209547,,-74.28936224416714,-74.56181106652124,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.97303427007574,-77.89638439036868,-74.4704655329123,-77.69270105452256,,-77.22556392972773,-72.87105588609836,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.4219199115399,-74.86255377829143,-75.48565978963379,-80.0003924014276,,-73.43575663032324,-72.12924949952344,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-64.77419057398615,-76.28806826984206,-73.14852466815883,-74.07402409417863,,-73.36745726699702,-74.32856184987952,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.02261012722984,-72.68720771029005,-74.8649635054852,-76.49047587707291,,-77.63663036174273,-73.05712458360634,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.52518973588701,-76.73899681987152,-74.98217630442517,-75.15526493994098,,-72.74939656894223,-74.58849986264642,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.61142008162126,-77.09535935985397,-73.91066736406027,-74.10191649921033,,-73.69067271255274,-70.02261012722984,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.07323042667383,-78.85511218369012,-73.98434484506488,-73.75169208875606,,-73.14852466815883,-69.10191649921033,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.2638320870677,-77.26561242390198,-74.15846614671482,-74.29783138665744,,-72.02830370536599,-69.42540244162483,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-64.10757853605519,-78.6363412078671,-73.89941014529364,-77.49496187028718,,-71.84803024322444,-70.67280477600956,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.539495059614694,-77.39248451295929,-70.09545949097115,-71.8993474956856,,-70.81961213981967,-69.68675182727847,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.062220800711,-78.24031826960822,-69.90961435719335,-77.32093803579022,,-74.00649391691198,-74.47662430885372,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.855112183690125,-77.77154983282477,-75.39098937284393,-76.29052342086707,,-75.54357006235266,-71.98727277007434,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.79684894681145,-78.02933977527704,-72.25012949044411,-77.35855063225509,,-73.64661122080653,-74.46448633004027,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.53001946652097,-77.00083047302039,-74.7429448026174,-75.81674045441069,,-74.50077986143376,-75.36008439947754,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-64.36008439947754,-73.00118061537249,-74.34983446499237,-82.15672686197323,,-72.25012949044411,-76.2154282731491,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.08336314487295,-75.81674045441069,-70.84943577199925,-76.10906769408237,,-73.96506634076329,-72.77681989885856,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.24216590247235,-77.23459547122502,-74.47964813227831,-77.57381606928224,,-76.09630467750945,-74.00406221999864,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.2202993333387,-76.91745275367187,-73.26379993445224,-75.12008078092829,,-72.50859857326927,-71.23236420687392,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.11377174933824,-75.87243571652618,-72.6040652121038,-73.10125602926831,,-75.06958249974267,-73.13052938576845,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-65.21914306826802,-74.86486037772195,-73.88432628553552,-76.88432628553552,,-73.40356455661149,-71.77483021479831,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.756187143407345,-74.6962631909486,-72.39350888559034,-74.43467253865744,,-70.90291256945758,-72.49026314928757,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.12096185587262,-79.0812654931363,-73.23733592322466,-76.54154583566519,,-77.37647489693256,-72.68855513822629,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.64396332150177,-75.63399944707893,-73.91066736406027,-76.20605458683916,,-74.05714585108562,-72.22756587531889,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-57.692814971955514,-76.75076765653057,-72.25012949044411,-73.3553143047158,,-75.108329934742,-68.89168172365105,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.216435790962564,-75.57271582227824,-75.14735941019613,-79.88068630943502,,-73.77108924531098,-70.22309108837197,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.82651326624644,-79.11377174933824,-72.25803566219932,-77.15281762193865,,-73.89116956779719,-74.95604838048654,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-65.54859928646792,-76.91526565219732,-74.03481146250202,-75.96249002662827,,-71.26915713631617,-69.86255377829143,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.672804776009556,-77.71615513037398,-76.00406221999864,-77.36105342448583,,-73.89116956779719,-68.70176537764733,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.54606157071986,-75.76863946066676,-76.94630159536473,-75.58520078077173,,-75.39493772353434,-70.37603062422896,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.70259033418046,-73.69741435090755,-72.3206738035946,-74.86255377829143,,-76.58810979440344,-73.9395527377486,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-57.00118061537249,-81.50409378624022,-74.29020331372996,-78.94311113713003,,-70.90291256945758,-72.59332838792103,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.80703778432131,-77.06039714867038,-74.36343704747634,-76.595204555664,,-75.39153046965582,-69.87404550017858,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.969222926203216,-75.10543524425772,-74.77208356509345,-76.96577779959998,,-72.67280477600956,-71.86744764693522,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.72434631216625,-78.39493772353434,-75.88208751887618,-72.09794484665797,,-73.28144437844698,-72.34069517406205,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.48248003361434,-76.56990354266775,-73.34874795425925,-78.36233221260932,,-74.69270105452256,-67.53191633235629,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.032138488150295,-79.91287280362677,-71.20067496175606,-77.50441961972322,,-72.2511889751824,-74.03037021422135,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.72106349422795,-75.96811048994248,-70.45612272989425,-74.68675182727847,,-72.25460913611498,-72.49496187028718,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.09630467750945,-77.75466785197118,-73.88570984486537,-78.18374320615281,,-75.36742892839575,-71.75618714340735,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.85445089397666,-78.9395527377486,-73.51724635836385,-77.0066808275838,,-75.13052938576845,-70.6040652121038,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.371543337705944,-76.98712055057496,-75.02933977527704,-77.05389518107512,,-73.04818312232624,-71.8482322897306,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.1511307148089,-77.7725025835049,-77.22556392972773,-79.0150167955684,,-71.58691623358563,-71.91269329605494,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.68621315732517,-78.05507294901574,-72.05844665429129,-78.36742892839575,,-71.6962631909486,-77.15672686197323,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.22309108837197,-76.12096185587262,-73.93095540263513,-78.81576039861523,,-72.2569464607294,-71.53031514740702,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.86255377829143,-76.75618714340735,-72.02830370536599,-75.97670160320389,,-72.66212849651654,-71.45961196627815,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.63137553919998,-73.90291256945758,-75.36742892839575,-77.251951620191,,-74.96514668401663,-73.29726688558662,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.21992280746029,-76.55942494952586,-75.10206045930887,-74.58250308837576,,-72.15750143159242,-73.61194992662082,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.23404091595043,-79.42254029513381,-71.58250308837576,-76.20605458683916,,-74.73480401085558,-70.10785245033608,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.784469811988245,-77.15846614671482,-79.37859119208187,-77.19842674844233,,-70.33045459773365,-74.062220800711,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-64.53524595302478,-77.05508282662143,-71.86507532234641,-76.5158847267923,,-73.82778641866291,-75.8329172008661,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.57957585274622,-79.13707011103975,-75.06824189891611,-76.56990354266775,,-73.52849960176655,-71.23428291151156,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.28189186351403,-80.0003924014276,-71.78697129776218,-76.74873596610789,,-72.50575471470152,-71.57547769206369,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-64.15208037974803,-76.76832868326449,-72.81415513966829,-76.82565826915094,,-73.07000223178025,-68.05493456726182,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.07323042667383,-72.60575677877881,-74.43107258580197,-76.41603549162117,,-76.4872666004465,-74.07652306703952,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-57.00118061537249,-77.25870158667124,-73.69419809232893,-79.32856184987952,,-76.45704914564375,-73.17634591998801,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.92812318823641,-78.7384861487432,-78.8630359505117,-76.83506768215405,,-74.7429448026174,-71.06345805146371,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.21432837183781,-79.12348403929582,-72.57271582227824,-78.13769071764676,,-74.84606827350484,-70.57271582227824,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.62530737621394,-78.59792356068417,-75.03058149146796,-76.69419809232893,,-72.30199876756441,-73.18170563847461,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-60.20046445458742,-77.16943949461593,-74.73480401085558,-77.39248451295929,,-72.27689692516405,-71.09698256482703,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.19166736609901,-77.36241647450808,-76.46448633004027,-77.60032308455891,,-76.13951943770984,-72.85253885779649,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.378650748750076,-78.57816397997998,-74.07758360786195,-77.43107258580197,,-73.53231275061151,-71.3882400421477,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.60660654466072,-76.94398922399122,-70.79424526634213,-78.42863763630115,,-76.30583144045421,-75.44185242450851,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.41302103993576,-75.05371747690958,-74.37154333770594,-77.35095581837389,,-74.46666598093631,-74.09630467750945,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-58.69704543076185,-79.08606337314741,-76.0812654931363,-78.85511218369012,,-73.79939958680782,-73.59632386203351,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-59.47325137927291,-75.31127516741235,-75.06958249974267,-80.58665868889753,,-73.99863699373805,-72.56139265135552,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.791778620176146,-76.06323599323841,-74.8338089394692,-80.58665868889753,,-75.44651505936415,-72.48370718390508,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-62.522078691761195,-81.2154282731491,-71.88426450474923,-77.73199946683981,,-73.96809289702898,-71.79939958680782,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-65.2154282731491,-75.42945726716698,-71.66099123877244,-79.18745364685657,,-71.88871121474814,-71.92758859688806,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.11377174933824,-78.64050497534612,-72.27689692516405,-76.03549084990507,,-75.24162047533031,-70.7741660343566,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.028910816548276,-73.84211698809976,-76.94630159536473,-77.6739727315565,,-75.94729025867014,-75.47595483821256,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-61.07758360786195,-75.72106349422795,-74.94593135019063,-76.72911876180771,,-73.99937372746199,-70.0321384881503,
4.18,0.0,4.19,0.0,4.17,0.0,4.16,0.0,,0.0,4.14,0.0,,0.0,,0.0,1,1,-63.556235337133316,-79.86094010968935,-72.2088391515577,-77.61264969874951,,-68.80305345120016,-71.51140618798743,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-57.41848742160094,-80.87354073068154,-73.06474759915477,-76.55973981547433,,-76.06641118290402,-68.1929300723778,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.45559835232659,-82.0150167955684,-76.41229268332562,-76.06953434326464,,-71.1722584407658,-70.76832868326449,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-61.77208356509345,-80.22936649871947,-73.76321603686014,-77.93354041309503,,-72.03193735270753,-71.24321275757791,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.91745275367187,-79.10759275271288,-78.53532464584879,-78.15901699641901,,-74.83122303635793,-70.87965613260795,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.03478781934831,-80.03650693779421,-74.6509884292701,-78.52358590716914,,-77.60122291804734,-71.10623133961091,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.91489781482785,-80.45285103992882,-77.19166736609901,-76.50617803035067,,-77.94630159536473,-70.98947309238558,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-63.03428530484855,-79.15895327698678,-76.18650574562332,-79.21321945487345,,-74.75344068045094,-71.01475195805554,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.97558370072689,-82.24267463322386,-75.37255969959382,-82.50538697916832,,-77.94638016838849,-70.76661531726586,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-61.14704492974782,-78.0321384881503,-74.8531534700862,-78.66380072361714,,-71.74171859555094,-67.79838732318764,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-56.37612461318703,-79.54824467288324,-69.75387758134042,-76.63399944707893,,-72.49118911152014,-70.55537428722175,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-61.3111442570565,-78.76863946066676,-75.73480401085558,-79.46769199763207,,-74.3603806637057,-68.92812318823641,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-61.73199946683981,-79.99863699373805,-75.1599363854078,-79.05507294901574,,-74.72911876180771,-69.30091616796464,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-60.610448910587735,-78.81674045441069,-73.82389004726495,-77.5690737502623,,-74.429211354013,-70.86744764693522,
4.19,0.0,4.17,0.0,4.16,0.0,4.18,0.0,,0.0,4.14,0.0,4.16,0.0,,0.0,1,1,-61.12474495085863,-77.38282807567522,-75.37255969959382,-76.68789797762368,,-74.94041053985939,-70.61890226395748,
