Tx_0 Batt,Tx_0 Time,Tx_1 Batt,Tx_1 Time,Tx_2 Batt,Tx_2 Time,Tx_3 Batt,Tx_3 Time,Tx_4 Batt,Tx_4 Time,Tx_5 Batt,Tx_5 Time,Tx_6 Batt,Tx_6 Time,Tx_7 Batt,Tx_7 Time,X_Coord,Y_Coord,Tx_0 RSSI,Tx_1 RSSI,Tx_2 RSSI,Tx_3 RSSI,Tx_4 RSSI,Tx_5 RSSI,Tx_6 RSSI,Tx_7 RSSI
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.86486037772195,-84.58756392747443,-73.1644424980835,-82.18745364685657,-85.5366137341778,-78.42805730603222,-71.91237558687995,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.51267479943705,-82.65045672671123,-74.23712755916102,-78.9890740364047,-85.42491714819583,-76.99928069077663,-74.91287280362677,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-65.18204636972622,-87.6641613191402,-75.18650574562332,-81.8199156223763,-81.85967329841829,-79.03037021422135,-74.22204833556049,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.307473428592345,-80.5052431980204,-74.8167775983143,-78.91056509149112,-80.2286088452919,-78.28038174455543,-72.37154333770594,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.106231339610915,-83.5220786917612,-73.961170179189,-79.16481031843776,-83.89638439036868,-78.04649874172443,-73.2305405309612,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.36303647098785,-80.05844665429129,-72.4644332908265,-78.6040652121038,-81.3331282014989,-76.4463177894178,-69.23719352548201,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.97433044289555,-82.78446981198825,-73.83506768215405,-79.08940817621152,-79.00118061537249,-77.53198283305403,-72.61142008162126,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.17634591998801,-80.9890740364047,-74.19842674844233,-80.78316390013356,-82.83506768215405,-74.58250308837576,-70.37603062422896,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.65753407806716,-85.8578805813653,-71.2286088452919,-82.94638016838849,-84.13638161213159,-78.59632386203351,-74.56181106652124,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-57.2086838846446,-80.2752768256411,-74.22756587531889,-81.18170563847461,-85.58810979440344,-81.50538697916832,-74.5366137341778,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.10713823176616,-81.57755704986636,-76.22204833556049,-78.29258366255661,-82.55537428722175,-74.07402409417863,-76.60922161020686,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.377513045371714,-83.9395527377486,-72.39058852301163,-80.36343704747634,-82.595204555664,-77.77208356509345,-67.53191633235629,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.541938723729615,-82.5362300411879,-73.76661531726586,-79.8482322897306,-83.89439814144873,-73.22071358985785,-71.56314311573162,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.806370844841254,-79.26915713631617,-73.86958702272894,-81.108329934742,-84.36309533934147,-77.23712755916102,-73.5831206588669,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.53001946652097,-81.06083887053963,-75.48912237972183,-79.91745275367187,-86.15208037974803,-74.78507224389456,-71.51752299585137,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-65.57630689931322,-81.5158847267923,-73.5690737502623,-79.14852466815883,-82.76002602751565,-77.42553300735742,-72.50077986143376,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.94494164950602,-81.82651326624644,-75.31372221596995,-77.12669619301249,-81.22309108837197,-72.37612461318703,-72.05508282662143,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.29952513790461,-81.50517312019846,-75.86019739985026,-79.90260842561581,-82.27031023661807,-76.03478781934831,-72.53287044195694,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.605505753825284,-81.82778641866291,-74.66836184917435,-82.94420167851017,-80.95324835918673,-78.37751304537171,-71.19322437687774,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.19842674844233,-81.36535730751591,-75.93471978065789,-82.3786280946425,-83.0493107306443,-76.79939958680782,-73.93471978065789,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.86744764693522,-81.21127923675762,-75.25265985213616,-79.87965613260795,-81.2511889751824,-77.37390067040381,-71.23236420687392,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.96397954078722,-82.03805458086029,-74.23159228040825,-79.74873596610789,-83.05389518107512,-76.47210204302955,-71.39810536506829,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.68662301331064,-84.5366137341778,-73.27695227996472,-82.56181106652124,-82.05757469778052,-78.09632484481207,-71.07323042667383,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.19470562642442,-80.12008078092829,-72.62356923336255,-81.95354415239674,-83.52606329641564,-81.34005093292325,-72.24030845887766,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.51606886140081,-82.06761114220603,-75.96729790226664,-79.88570984486537,-83.19842674844233,-82.46742121374189,-69.2056574924066,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.77385169766187,-79.07402409417863,-75.38357482958052,-77.37656359079693,-87.09485330907285,-78.68011299836664,-70.55221024968395,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.519820777377845,-80.42266062417795,-75.75851527392688,-77.35420310974455,-82.73899681987152,-75.8870308865416,-72.60660654466072,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.23719352548201,-80.81551066975177,-72.72106349422795,-79.1401157992016,-83.01236490821006,-77.19842674844233,-72.78316390013356,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-64.15362621730117,-81.94855429543281,-74.15281762193865,-83.68922300022977,-82.59854492927334,-73.47655853795744,-75.8329172008661,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-57.98232456304156,-80.58536149117295,-73.57301172054332,-78.30199876756441,-82.20767308036572,-79.91923506675235,-70.50859857326927,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.55973981547433,-78.2996540129019,-72.57271582227824,-80.96087755498331,-81.8073171621054,-76.49752064481672,-71.54154583566519,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.379063756487255,-84.45172016414247,-72.40608926000976,-79.52849960176655,-84.66416474571663,-76.76002602751565,-72.3111442570565,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.514523444863514,-85.68922300022977,-73.54574095175757,-80.52358590716914,-79.47655853795744,-76.49047587707291,-70.84849265802055,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.39098937284393,-83.32055582211123,-73.06083887053963,-84.18204636972622,-83.69270105452256,-75.31127516741235,-68.09735242379087,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.72452209478965,-80.50859857326927,-74.27823214498542,-76.90759257056976,-80.86486037772195,-79.22260499167481,-70.29952513790461,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.36745726699702,-84.09058331835674,-75.89289021341324,-79.12755911722513,-85.49707244828244,-81.08377126102212,-76.60922161020686,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.97449432779004,-81.23733592322466,-76.30583144045421,-79.96941740395381,-78.05334777894892,-78.12282342498135,-70.096220425772,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.556235337133316,-78.23379515876758,-72.15526493994098,-77.23719352548201,-84.04557895850508,-80.53532464584879,-72.07758360786195,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.56215296664361,-80.62356923336255,-74.22756587531889,-81.528903954779,-79.09979215140996,-78.17742785269489,-68.09466769011782,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.300737554398395,-79.86255377829143,-74.36343704747634,-79.48906993160406,-85.381745350429,-73.84721360945912,-72.23459547122502,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.004062219998644,-81.99937372746199,-73.28144437844698,-80.39961627222284,-86.63663036174273,-75.29007669265155,-72.41208772179195,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.064573939619734,-81.05274625141271,-74.52691440400221,-79.90876534540836,-85.0150167955684,-78.6363412078671,-71.26148518232846,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.31619753333713,-85.61372009065222,-75.15965047306689,-80.03435005678293,-82.88432628553552,-73.74171859555094,-71.51724635836385,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.03397348604575,-85.8329172008661,-75.39359319364,-80.16601507908126,-82.35491569289876,-78.44651505936415,-69.58817840753188,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.06345805146371,-80.42266062417795,-76.60122291804734,-79.75869599116295,-83.28936224416714,-78.08224334916889,-72.31127582265987,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.71784370839468,-78.23379515876758,-73.6910778209547,-80.21416323282412,-81.74992064847923,-76.94824890350674,-69.5429402894231,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.55635266176513,-81.52849960176655,-74.36105342448583,-79.06083887053963,-81.94494164950602,-75.2569464607294,-71.51752299585137,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.2056574924066,-86.22307982985183,-74.6739727315565,-79.27885617501435,-86.43567114378952,-77.56797213340407,-72.53287044195694,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.519820777377845,-82.0564350451229,-75.52695271844979,-82.34170682642547,-82.56214051235007,-75.8870308865416,-69.05233584934442,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.34069517406205,-81.49747611298,-76.23344671866916,-75.53191633235629,-83.61264969874951,-78.66416474571663,-69.93793292551536,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.69419809232893,-83.10206045930887,-74.32033206445811,-82.32195864602095,-84.25830501852066,-76.26379993445224,-69.10178487872305,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-57.678314936062094,-80.91178653946909,-75.15359546898954,-80.71615513037398,-84.10794777880497,-76.10003628144129,-72.16601507908126,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.44669358066534,-80.96811048994248,-73.27031023661807,-77.37656359079693,-83.05389518107512,-75.77385169766187,-68.60791071630616,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.78197830137955,-82.56371597324339,-74.89439814144873,-82.38298416630101,-79.55064839463171,-78.28214160894241,-72.94604690101735,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.83380893946919,-80.50617803035067,-72.27689692516405,-77.97973647766369,-85.14329249076165,-77.08813786830399,-72.3566012292686,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.81674045441069,-79.44365720560882,-77.21456891172696,-80.12537980914287,-84.88208751887618,-78.59792356068417,-71.33412383304184,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.88432628553552,-83.34626080757147,-74.1851863336847,-79.91745275367187,-81.42266062417795,-73.91452284123237,-74.381745350429,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.24475170730368,-83.25265985213616,-75.148995621184,-82.80637084484125,-85.79899993334827,-76.12755911722513,-69.62603416612998,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.36745726699702,-82.49026314928757,-71.26915713631617,-80.77154983282477,-81.13217640914127,-79.35307122951725,-70.80653604869583,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-63.70501511094497,-81.81677813403897,-74.02891081654828,-77.4531405895463,-81.29130805091764,-78.39153046965582,-71.62664250556558,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.93183759936203,-85.53416065415756,-71.64725666871784,-82.69442308751643,-86.63663036174273,-76.50517312019846,-73.31372221596995,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.49002907769898,-82.73199946683981,-73.56990354266775,-77.07219798674609,-84.33020590525851,-81.09485330907285,-71.91489781482785,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.86662795469711,-81.59854492927334,-70.77248991463516,-77.2056574924066,-82.90260842561581,-81.06664774835642,-70.02830370536599,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-58.200674961756064,-80.36417123980047,-73.15895327698678,-80.60712207828209,-82.96506634076329,-74.44202481357515,-72.0066808275838,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-57.902912569457584,-83.25830501852066,-75.15965047306689,-79.22600835848992,-81.7857985474428,-78.44651505936415,-74.34760570148468,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-61.3213988561842,-84.24267463322386,-73.61044891058773,-79.50643911298734,-84.76689168137743,-73.33045459773365,-72.27823214498542,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-59.34923185803062,-80.29258366255661,-72.1216432440953,-83.77419057398615,-80.42033064568632,-74.1511307148089,-72.6255522081139,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-62.93183759936203,-85.22556392972773,-73.33412383304184,-79.41603549162117,-82.54154583566519,-77.33318837513025,-68.79424526634213,
4.18,0.0,4.18,0.0,,0.0,,0.0,4.15,0.0,,0.0,,0.0,,0.0,1,1,-60.51874938532002,-78.99598432809219,-73.73899681987152,-79.8531534700862,-85.88068630943502,-78.5855701544658,-72.56614106626434,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-56.60575677877881,-73.9890740364047,-70.55064839463171,-81.10695079843937,,-80.5831206588669,-72.49026314928757,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-63.94638016838849,-75.48175679487062,-71.07402409417863,-78.71784370839468,,-80.39359319364,-72.42516287322496,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.10094661481128,-76.32371639175025,-76.38768174756926,-80.50517312019846,,-78.86080424494914,-69.12669619301249,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.40045332474135,-76.40632385378865,-73.64644852620006,-83.06115396983077,,-78.15370570962283,-71.26379993445224,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.869587022728936,-69.75387758134042,-72.88419720860492,-80.45787044849317,,-80.5855701544658,-76.33655671652159,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.33318837513025,-77.062220800711,-76.18745364685657,-80.38168991316921,,-79.42553300735742,-73.3007375543984,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-55.110841447697695,-74.91066736406027,-74.23159228040825,-80.56314311573162,,-80.86019739985026,-69.40860134465149,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.945209653360365,-70.50088889985257,-70.70873574779415,-75.80305345120016,,-77.84849265802055,-70.37906375648726,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.204712627784104,-73.26662154473858,-70.91452284123237,-79.81718204348425,,-75.3522181615267,-68.99598432809219,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.232364206873925,-73.72376672197058,-73.64751204913291,-82.32055582211123,,-79.11399217596286,-74.08606337314741,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.26597459946559,-75.39248451295929,-72.76423988434483,-80.48608542540978,,-77.29007669265155,-73.14561987994034,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.278232144985424,-75.36343704747634,-75.74450083931893,-82.13052938576845,,-78.97558370072689,-73.38357482958052,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-59.88419720860492,-74.97558370072689,-76.0150167955684,-79.24431911842666,,-79.2638320870677,-72.53287044195694,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.18374320615281,-75.96329371829523,-75.37619919348218,-83.32195864602095,,-82.90983852270408,-72.83004366304955,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-64.58665868889753,-73.2569464607294,-75.38357482958052,-77.70622307846878,,-80.37751304537171,-72.78993138309164,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.45612272989425,-75.25999044895022,-74.96514668401663,-82.57493459503038,,-79.47964813227831,-75.50712969471634,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-58.32055873499954,-74.27031023661807,-74.07758360786195,-82.86662795469711,,-80.61194992662082,-73.10713823176616,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.82354291664383,-75.24030845887766,-71.19694676738176,-81.6739727315565,,-77.67280477600956,-73.4592628933732,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.54824467288324,-77.09103846143849,-75.24031826960822,-78.07402409417863,,-81.07652306703952,-74.94630159536473,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-58.1511307148089,-74.86911521577161,-76.0376045513052,-82.05083427773076,,-78.54824467288324,-71.04382146524468,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.532870441956945,-77.60122291804734,-72.96397954078722,-83.71832734227782,,-78.77483021479831,-72.24321275757791,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-59.80653604869583,-74.47430279004318,-75.42805730603222,-81.24030845887766,,-81.60312415092878,-73.24031826960822,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.57301172054332,-75.34983446499237,-73.06323599323841,-79.81718204348425,,-81.44695744043146,-70.9890740364047,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.99598432809219,-74.89116956779719,-73.82651326624644,-78.07807569786763,,-77.8964501704119,-71.93600426087119,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.94824890350674,-74.81279980001577,-76.88068630943502,-80.16943058098822,,-80.15359546898954,-70.26662154473858,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-58.71784370839468,-72.64725666871784,-73.91237558687995,-81.66836184917435,,-81.4872666004465,-74.13951943770984,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.70622307846878,-75.03650693779421,-73.91730645035754,-79.61054517894081,,-77.90183344607169,-70.06953434326464,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.890425583852064,-77.49707244828244,-74.37154333770594,-81.16943949461593,,-80.24031826960822,-66.8993474956856,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-63.96422815896102,-75.38835571443039,-72.44968227816294,-80.12553811973505,,-80.33900417029602,-68.69741435090755,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.96087755498331,-74.44669358066534,-73.38168991316921,-83.25571049162917,,-76.32055873499954,-67.50088889985257,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.912375586879946,-75.3566012292686,-74.77208356509345,-82.86019739985026,,-78.44669358066534,-71.89941014529364,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.46227982077585,-74.69589604034596,-74.63059701727813,-81.94604690101735,,-77.69078674641088,-69.29764700685686,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.21192061311757,-77.19953458124523,-78.10874227394383,-84.5175995961898,,-80.36233221260932,-70.55464841215586,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.661654673498404,-76.67832897456876,-75.94311113713003,-77.77248991463516,,-80.12606732422606,-72.11399217596286,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-63.58810979440344,-72.58691623358563,-74.05160057242433,-83.0812654931363,,-78.46227982077585,-72.83967982392039,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.64083280613555,-75.15901699641901,-73.88570984486537,-81.06039714867038,,-78.37855209936811,-69.49118911152014,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.073348068430874,-72.32055873499954,-70.70622307846878,-75.80305345120016,,-76.16903187052105,-69.4986438185064,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.46263081858571,-75.0493107306443,-72.24123701418804,-78.32055873499954,,-77.31127516741235,-68.70622307846878,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.1851863336847,-75.05508282662143,-73.32337418184089,-81.65646224099622,,-78.6301618070532,-71.23428291151156,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.76213904600871,-76.7384861487432,-72.62356923336255,-83.11377174933824,,-80.45290661581004,-73.02933977527704,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-61.61264969874951,-77.49707244828244,-70.75169208875606,-82.28214160894241,,-78.46227982077585,-68.31100323467325,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.869587022728936,-79.12090514400425,-72.13217640914127,-83.51561897336505,,-80.76409813433952,-72.65215382092931,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.661654673498404,-73.99092635505495,-75.39676551170992,-80.04818312232624,,-83.9106711923914,-73.18311906487122,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.626642505565584,-76.15359546898954,-74.46666598093631,-79.77118465785578,,-76.87404550017858,-75.15362621730117,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-59.05844665429129,-76.38357482958052,-72.8870308865416,-83.77257396515226,,-78.55942494952586,-71.50428828761578,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.48248003361434,-78.53532464584879,-75.33020590525851,-80.595204555664,,-80.64000987936683,-73.68667266108432,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-57.186144340656995,-75.89638439036868,-74.43080242747975,-80.96941740395381,,-78.8531534700862,-70.96249002662827,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-62.02759420494634,-75.10695079843937,-79.42784021350708,-81.09535935985397,,-80.24031826960822,-73.04557895850508,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.885709844865374,-75.91077402465737,-75.06958249974267,-83.45172016414247,,-79.82529650873418,-72.03378956750065,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-60.29830129708998,-72.29764700685686,-74.52263155184144,-80.974828436978,,-77.01083020545812,-69.49118911152014,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-58.87350498369942,-72.91426068370136,-73.76832868326449,-77.20482100983254,,-80.15613845532826,-73.5220786917612,
4.18,0.0,,0.0,4.17,0.0,4.17,0.0,,0.0,,0.0,,0.0,,0.0,1,1,-58.03397348604575,-73.55221024968395,-72.96729635346374,-81.83004366304955,,-79.34983446499237,-73.81576039861523,
