Tx_0 RSSI,Tx_1 RSSI,Tx_2 RSSI,Tx_3 RSSI,Tx_4 RSSI,Tx_5 RSSI,Tx_6 RSSI,Tx_7 RSSI,X_Coord,Y_Coord,RSSI_Mean,RSSI_Variance,RSSI_Median
-64,127,-53,-64,-79,-66,-77,-73,0,6,-43.625,4822.839285714285,-65.0
-63,-68,-61,-70,-81,-73,-72,-77,1,7,-70.625,44.839285714285715,-71.0
-63,-68,-61,-70,127,-73,-72,-77,1,7,-44.625,4836.267857142857,-69.0
-63,-69,-61,-70,127,-73,-72,-77,1,7,-44.75,4843.071428571428,-69.5
-64,-67,-60,-71,-82,-73,-72,-76,1,7,-70.625,47.982142857142854,-71.5
-64,-67,-60,-70,127,-73,-72,-77,1,7,-44.5,4830.571428571428,-68.5
-64,-68,-60,-70,127,-73,-72,-77,1,7,-44.625,4837.125,-69.0
-64,-68,-60,-70,-82,-72,-72,-78,1,7,-70.75,50.214285714285715,-71.0
-64,-68,-60,-70,-81,-72,-72,-77,1,7,-70.5,45.142857142857146,-71.0
-63,-68,-60,-71,127,-72,-73,-77,1,7,-44.625,4839.125,-69.5
-64,-67,127,-71,127,-72,127,-76,1,7,3.875,10407.55357142857,-65.5
-64,-67,-60,-71,127,-72,-72,-77,1,7,-44.5,4830.0,-69.0
-64,-67,-60,-71,127,-72,-72,-77,1,7,-44.5,4830.0,-69.0
-63,-67,-60,-71,-82,-72,-72,-77,1,7,-70.5,51.142857142857146,-71.5
-64,-67,-60,-71,127,-72,-72,-77,1,7,-44.5,4830.0,-69.0
-63,-67,-60,-70,127,-72,-72,127,1,7,-18.75,8110.214285714285,-65.0
-63,-67,-60,-71,127,127,-72,-77,1,7,-19.5,8204.0,-65.0
-63,127,-60,-70,-81,-72,-72,-77,1,7,-46.0,4932.571428571428,-71.0
-64,-67,-60,-71,127,-72,-72,-78,1,7,-44.625,4839.410714285715,-69.0
-64,-68,-60,-70,127,-72,-72,-78,1,7,-44.625,4838.553571428572,-69.0
-64,127,-60,-71,-81,127,-73,-78,1,7,-21.625,8461.125,-67.5
-64,-68,-60,-70,127,-72,-73,127,1,7,-19.125,8152.125,-66.0
-64,-67,-60,-71,127,-72,127,-78,1,7,-19.75,8233.07142857143,-65.5
-63,-67,-60,-70,-81,-72,-72,-78,1,7,-70.375,49.982142857142854,-71.0
-64,-68,-60,-70,-81,-72,-72,-78,1,7,-70.625,47.125,-71.0
-64,-67,-60,-71,-81,-72,-72,-78,1,7,-70.625,47.982142857142854,-71.5
-64,-67,-60,-71,127,-72,-72,-78,1,7,-44.625,4839.410714285715,-69.0
-64,-67,-60,-70,-83,-72,-72,127,1,7,-45.125,4882.982142857143,-68.5
-64,-67,-60,-71,127,127,-72,127,1,7,5.875,10074.410714285714,-62.0
-63,-68,-60,-71,127,-72,-72,-77,1,7,-44.5,4831.142857142857,-69.5
-63,-68,-60,-71,127,127,-72,-77,1,7,-19.625,8217.69642857143,-65.5
-64,-68,-60,-71,-82,-72,-73,127,1,7,-45.375,4893.696428571428,-69.5
-63,-68,-60,-71,127,-72,-72,127,1,7,-19.0,8138.857142857143,-65.5
-63,-69,-60,-71,127,-73,-72,-76,1,7,-44.625,4836.839285714285,-70.0
-64,-67,-60,-71,127,127,-72,-76,1,7,-19.5,8200.285714285714,-65.5
-63,-67,-60,-71,127,-72,-72,-76,1,7,-44.25,4815.357142857143,-69.0
-64,-68,-60,-70,127,-72,-72,-77,1,7,-44.5,4829.142857142857,-69.0
-63,-67,-60,-70,127,-72,-72,-77,1,7,-44.25,4817.071428571428,-68.5
-63,-67,-60,-71,127,-72,-73,-77,1,7,-44.5,4832.571428571428,-69.0
-63,-68,-60,-71,127,-72,-73,-77,1,7,-44.625,4839.125,-69.5
-64,-68,-60,-71,127,-72,-72,-77,1,7,-44.625,4836.553571428572,-69.5
-64,-67,-60,-71,-83,-72,-72,-77,1,7,-70.75,52.5,-71.5
-64,-68,-60,-71,127,-72,-73,-77,1,7,-44.75,4844.5,-69.5
-64,-68,-60,-71,-83,-72,-73,-77,1,7,-71.0,52.0,-71.5
-64,-68,-60,-71,127,-72,-73,-76,1,7,-44.625,4835.410714285715,-69.5
-64,-69,-60,-70,-83,-72,-73,-77,1,7,-71.0,51.42857142857143,-71.0
-64,-68,-60,-70,127,-72,-72,-77,1,7,-44.5,4829.142857142857,-69.0
-64,-68,-60,-71,-83,-72,-72,-77,1,7,-70.875,51.55357142857143,-71.5
-64,-68,-60,-71,127,-72,-72,-77,1,7,-44.625,4836.553571428572,-69.5
-64,-68,-60,-70,127,-72,-73,-77,1,7,-44.625,4837.125,-69.0
-64,-68,-60,-70,-84,-72,-72,-77,1,7,-70.875,55.267857142857146,-71.0
127,-68,-60,-71,127,-72,-72,-77,1,7,-20.75,8339.357142857143,-69.5
-64,-68,-60,-71,127,-72,-72,-77,1,7,-44.625,4836.553571428572,-69.5
-64,-67,-60,-70,-81,-72,-72,-78,1,7,-70.5,48.0,-71.0
-63,-66,-60,-71,-85,-72,-72,127,1,7,-45.25,4901.071428571428,-68.5
-63,-66,-61,-71,127,-72,-73,-77,1,7,-44.5,4830.857142857143,-68.5
-63,-65,-60,-71,127,127,-73,-76,1,7,-19.25,8176.214285714285,-64.0
-63,-67,-60,-72,127,-73,-73,-77,1,7,-44.75,4848.214285714285,-69.5
-63,-66,-60,-70,127,-73,-73,-76,1,7,-44.25,4817.642857142857,-68.0
-63,-68,-60,-71,127,-72,-72,-77,1,7,-44.5,4831.142857142857,-69.5
-64,-67,127,-71,127,-72,-72,-77,1,7,-21.125,8372.982142857143,-69.0
-64,-67,-60,-71,127,-72,-73,-76,1,7,-44.5,4828.857142857143,-69.0
-63,-68,-60,-71,127,-72,-72,127,1,7,-19.0,8138.857142857143,-65.5
-64,-67,-60,-71,127,-72,-72,-77,1,7,-44.5,4830.0,-69.0
-63,-67,-60,-71,127,-72,-72,-77,1,7,-44.375,4824.553571428572,-69.0
-63,-68,-60,-71,127,-72,127,127,1,7,5.875,10075.55357142857,-61.5
-64,-68,-60,-71,127,-72,-72,-77,1,7,-44.625,4836.553571428572,-69.5
127,-67,-60,-71,127,-71,-72,-77,1,7,-20.5,8311.42857142857,-69.0
-64,-68,-60,-70,127,-71,-73,127,1,7,-19.0,8137.142857142857,-66.0
-63,-67,-60,-70,127,-71,-72,-77,1,7,-44.125,4809.267857142857,-68.5
-63,-67,-60,-71,127,-71,127,-77,1,7,-19.375,8189.125,-65.0
-64,-67,-60,-71,127,-71,-72,-75,1,7,-44.125,4804.125,-69.0
-63,-70,-60,-71,127,-72,-73,-77,1,7,-44.875,4852.982142857143,-70.5
-64,-68,-60,-70,127,-71,-73,-74,1,7,-44.125,4802.696428571428,-69.0
-64,-68,-60,-71,-81,-72,-73,-77,1,7,-70.75,45.642857142857146,-71.5
-63,-67,-60,-71,127,-72,127,-78,1,7,-19.625,8220.55357142857,-65.0
-64,-68,-60,127,-80,-72,-73,127,1,7,-20.375,8309.982142857143,-66.0
-63,-68,-60,-71,127,-72,-73,127,1,7,-19.125,8154.125,-65.5
-63,-67,-60,-71,-82,-72,-73,-77,1,7,-70.625,51.69642857142857,-71.5
-63,-68,-61,-71,127,-72,-73,-77,1,7,-44.75,4843.642857142857,-69.5
-63,-67,-60,-71,127,-72,-72,127,1,7,-18.875,8124.982142857143,-65.0
-63,-67,-60,-71,127,-71,127,127,1,7,6.125,10032.410714285714,-61.5
-63,-67,-60,-71,127,-72,-73,-77,1,7,-44.5,4832.571428571428,-69.0
-63,-66,-60,-71,-82,-72,-73,-77,1,7,-70.5,52.857142857142854,-71.5
-63,-67,-60,-71,-82,-72,-73,127,1,7,-45.125,4882.125,-69.0
-63,-67,-60,-71,-81,-72,-73,-77,1,7,-70.5,48.57142857142857,-71.5
-64,-67,-60,-71,-81,-72,-73,-77,1,7,-70.625,46.55357142857143,-71.5
-64,-67,-60,-71,127,127,-73,-77,1,7,-19.75,8231.642857142857,-65.5
-64,-67,-60,-71,127,-72,-73,-77,1,7,-44.625,4837.982142857143,-69.0
-64,-68,-61,-70,-81,-72,-72,-77,1,7,-70.625,42.267857142857146,-71.0
-63,-68,-60,-71,127,-72,-72,-77,1,7,-44.5,4831.142857142857,-69.5
-63,-68,-60,-70,-81,-72,-73,-78,1,7,-70.625,49.69642857142857,-71.0
-63,-68,-60,-71,-81,-72,-72,-76,1,7,-70.375,45.410714285714285,-71.5
-64,-68,-60,-71,127,-72,-73,-76,1,7,-44.625,4835.410714285715,-69.5
-64,-68,-60,-71,127,-72,-72,-76,1,7,-44.5,4827.428571428572,-69.5
-64,-68,-60,-71,-82,-72,-73,-76,1,7,-70.75,47.07142857142857,-71.5
127,-68,-60,-71,127,-72,-73,-76,1,7,-20.75,8338.214285714286,-69.5
-64,-68,-60,-71,-82,-72,-73,-77,1,7,-70.875,48.69642857142857,-71.5
-64,-68,-60,-72,127,-72,-73,-76,1,7,-44.75,4843.071428571428,-70.0
-64,-68,-60,-71,-82,-72,-73,-77,1,7,-70.875,48.69642857142857,-71.5
-63,-68,-60,-71,-83,-72,-73,-77,1,7,-70.875,54.125,-71.5
-58,-67,-70,127,127,-66,127,-62,2,1,7.25,9845.642857142857,-60.0
-59,-69,-70,127,-78,-67,-74,-62,2,1,-44.0,4810.857142857143,-68.0
-58,-70,-69,-70,-75,-65,127,-61,2,1,-42.625,4727.125,-67.0
-59,-70,-68,-71,-76,-65,127,-61,2,1,-42.875,4741.553571428572,-66.5
-59,-67,127,127,127,-64,-74,-61,2,1,7.0,9894.0,-60.0
-58,-68,127,-71,127,-65,-76,-61,2,1,-18.125,8054.410714285715,-63.0
-58,-69,-69,-70,-76,-65,-77,-61,2,1,-68.125,44.125,-69.0
-58,-70,-69,-71,-77,-65,-76,-61,2,1,-68.375,45.125,-69.5
-58,-68,-69,-70,-77,-64,-76,127,2,1,-44.375,4832.267857142857,-68.5
-59,-70,-69,-68,127,127,127,-61,2,1,6.75,9929.92857142857,-60.0
-59,-67,-69,-70,-76,-65,-74,-62,2,1,-67.75,33.07142857142857,-68.0
-58,-67,-69,-69,127,-65,-74,-62,2,1,-42.125,4693.267857142857,-66.0
-59,-67,-68,-70,-75,127,127,-61,2,1,-18.25,8061.928571428572,-64.0
127,-67,-69,-70,-75,-65,-74,-62,2,1,-44.375,4813.696428571428,-68.0
-59,-66,-68,-70,127,-65,127,-62,2,1,-17.0,7910.857142857143,-63.5
127,-66,-69,-68,-76,-64,127,127,2,1,4.75,10259.92857142857,-65.0
-59,-68,-69,-68,-76,-64,-74,-61,2,1,-67.375,34.839285714285715,-68.0
-59,127,127,-69,127,-64,127,-63,2,1,31.625,10403.125,34.0
-59,127,-69,127,127,-64,-75,-63,2,1,6.375,9999.125,-61.0
-58,-66,127,-69,-76,-65,-76,-62,2,1,-43.125,4764.696428571428,-65.5
-59,-68,127,-70,127,-65,127,-62,2,1,7.125,9864.982142857143,-60.5
-60,-72,127,-69,-77,-65,-76,-61,2,1,-44.125,4821.267857142857,-67.0
-59,-69,127,-68,-74,-65,-76,-63,2,1,-43.375,4769.982142857143,-66.5
-59,-67,-65,-68,-75,-65,-77,-63,2,1,-67.375,35.982142857142854,-66.0
-58,-67,127,-68,127,-65,-76,-61,2,1,-17.625,7995.982142857143,-63.0
-60,-72,-70,-68,-74,-67,-77,-63,2,1,-68.875,31.553571428571427,-69.0
-58,-68,-69,-70,-74,-64,-74,-62,2,1,-67.375,32.267857142857146,-68.5
127,-68,-70,-69,-77,-64,-74,-62,2,1,-44.625,4832.553571428572,-68.5
-59,-66,-69,-71,-76,-66,-73,-62,2,1,-67.75,31.928571428571427,-67.5
-59,-67,-68,127,-79,127,-77,-62,2,1,-19.75,8249.357142857143,-64.5
-60,127,-68,-73,-74,-67,-74,-62,2,1,-43.875,4795.267857142857,-67.5
-59,-68,-69,-71,-75,-67,-76,-63,2,1,-68.5,32.57142857142857,-68.5
-58,-72,-69,-73,127,-66,-75,-62,2,1,-43.5,4779.142857142857,-67.5
-60,-70,127,-67,127,-68,127,-62,2,1,6.75,9925.642857142857,-61.0
-59,-69,127,-67,127,-66,127,-63,2,1,7.125,9862.410714285714,-61.0
-60,-67,-68,-71,-76,-66,-76,-61,2,1,-68.125,36.410714285714285,-67.5
-60,-68,-67,-68,-77,-66,-77,-62,2,1,-68.125,38.125,-67.5
-60,-69,-67,127,127,-67,-78,-62,2,1,-18.625,8107.125,-64.5
-60,-70,-69,-68,-76,-66,-75,-61,2,1,-68.125,33.55357142857143,-68.5
-60,-70,-68,127,-75,-67,-75,-61,2,1,-43.625,4783.982142857143,-67.5
-60,127,-67,-68,-75,-66,-75,-61,2,1,-43.125,4755.839285714285,-66.5
-59,-70,127,-69,127,-66,-75,-62,2,1,-18.375,8074.839285714285,-64.0
-59,-68,127,-71,-75,-66,-77,-61,2,1,-43.75,4799.071428571428,-67.0
-59,-70,127,-71,-77,-65,-76,-62,2,1,-44.125,4821.267857142857,-67.5
-60,-68,-68,127,127,-66,127,-61,2,1,7.25,9841.642857142857,-60.5
-61,-68,-67,-74,-74,-66,-72,-60,2,1,-67.75,29.357142857142858,-67.5
-60,-69,-67,-73,127,-67,-76,-61,2,1,-43.25,4761.357142857143,-67.0
-59,-68,-69,-71,-74,-68,-74,127,2,1,-44.5,4824.285714285715,-68.5
-59,-67,-69,-71,-72,-66,-75,-62,2,1,-67.625,27.982142857142858,-68.0
-58,127,-70,-68,-74,-67,-75,-62,2,1,-43.375,4771.410714285715,-67.5
-60,-70,-69,127,-72,-66,-75,-62,2,1,-43.375,4763.982142857143,-67.5
-60,-72,-69,-71,-74,127,-74,-62,2,1,-44.375,4822.553571428572,-70.0
-60,-69,-70,-69,-74,-66,-77,-61,2,1,-68.25,34.214285714285715,-69.0
-59,-68,-68,127,-74,-65,-78,-61,2,1,-43.25,4771.357142857143,-66.5
-60,-68,-68,-71,-72,-66,127,127,2,1,-18.875,8119.553571428572,-67.0
127,-68,-68,-71,127,-68,-73,-62,2,1,-19.5,8186.0,-68.0
-59,-69,-67,-71,127,-66,127,-62,2,1,-17.5,7968.571428571428,-64.0
-59,-69,-67,-71,-73,-66,127,-61,2,1,-42.375,4705.982142857143,-66.5
-59,-69,127,-69,-75,-65,127,-62,2,1,-18.125,8046.696428571428,-63.5
-59,-69,-68,-71,-74,-65,127,127,2,1,-19.0,8139.714285714285,-66.5
-59,-69,-68,-69,127,-66,-75,-61,2,1,-42.5,4715.428571428572,-67.0
-59,-70,127,-71,-76,-65,127,-62,2,1,-18.625,8107.125,-63.5
-59,-69,-68,-70,-75,127,-76,-61,2,1,-43.875,4802.410714285715,-68.5
-59,-70,-67,-70,127,-67,-74,-62,2,1,-42.75,4726.785714285715,-67.0
-59,-70,-68,127,127,-65,-75,-61,2,1,-18.0,8034.571428571428,-63.0
127,127,127,-70,127,-65,-75,127,2,1,53.125,10402.410714285714,127.0
-59,-69,127,-72,-74,-65,-75,-62,2,1,-43.625,4785.696428571428,-67.0
-59,-69,-68,-71,-74,-65,127,-61,2,1,-42.5,4715.428571428572,-66.5
-59,-69,-68,127,-74,-65,127,127,2,1,5.75,10098.5,-62.0
-59,-69,-68,-71,127,127,127,-62,2,1,6.5,9971.42857142857,-60.5
-59,-69,-67,-71,-73,127,127,-62,2,1,-18.375,8071.696428571428,-64.5
-59,-70,127,-72,127,-66,127,127,2,1,30.125,10739.55357142857,34.0
-59,-70,127,-72,127,127,-74,-62,2,1,5.5,10147.142857142857,-60.5
-60,-70,-70,127,-76,-66,127,127,2,1,4.875,10246.982142857143,-63.0
-59,-67,127,127,-73,-67,-74,-61,2,1,-18.375,8077.410714285715,-64.0
-60,-70,-67,127,-72,-67,-75,-62,2,1,-43.25,4756.5,-67.0
-59,-72,-69,127,127,-67,-75,-61,2,1,-18.625,8106.267857142857,-64.0
-59,-75,-67,-71,-76,-65,-76,127,2,1,-45.25,4880.214285714285,-69.0
-59,-72,127,-70,-74,-66,-78,-62,2,1,-44.25,4827.071428571428,-68.0
-59,-73,-67,-70,-75,127,-77,-62,2,1,-44.5,4840.571428571428,-68.5
-58,-77,-67,-71,127,127,127,-62,2,1,5.75,10112.785714285714,-60.0
-59,-81,-66,-71,-75,127,127,-63,2,1,-20.125,8292.982142857143,-64.5
-58,-73,127,127,-73,-67,-75,-62,2,1,-19.25,8181.928571428572,-64.5
-59,-73,127,-72,-73,-67,127,127,2,1,4.625,10289.69642857143,-63.0
-60,127,-67,127,127,127,127,127,2,1,79.375,7779.982142857143,127.0
-60,127,-69,127,-73,127,-78,-62,2,1,4.875,10259.267857142857,-61.0
-60,-73,-70,127,-76,-67,-78,127,2,1,-21.25,8403.357142857143,-68.5
-59,-72,-70,-71,-75,-66,-75,-61,2,1,-68.625,36.839285714285715,-70.5
-59,-70,127,127,-75,127,-73,127,2,1,28.875,11025.839285714286,34.0
-59,-70,-67,-69,-76,127,127,127,2,1,5.0,10227.714285714286,-63.0
-60,127,-72,-70,-76,127,-76,127,2,1,3.375,10504.55357142857,-65.0
-60,-71,-70,-68,-73,-68,-75,127,2,1,-44.75,4835.928571428572,-69.0
-60,-72,-70,-68,-77,127,-76,-62,2,1,-44.75,4852.214285714285,-69.0
-60,127,127,-69,-76,-66,127,127,2,1,29.625,10855.410714285714,33.5
-60,127,127,-68,-75,-66,-76,-62,2,1,-19.125,8165.267857142857,-64.0
-59,-73,-70,127,127,-66,127,-62,2,1,6.375,9995.982142857143,-60.5
-62,-55,127,-78,-78,-72,127,-73,2,3,-20.5,8349.42857142857,-67.0
-61,-55,127,-78,-77,-71,127,-71,2,3,-19.875,8276.982142857143,-66.0
-61,-55,-71,-72,-77,127,127,-74,2,3,-19.5,8227.42857142857,-66.0
-62,-55,-72,-69,-76,-72,-79,-70,2,3,-69.375,58.839285714285715,-71.0
-61,-54,127,-78,-77,-71,-78,127,2,3,-20.625,8375.69642857143,-66.0
-62,-54,-71,-73,127,-69,127,-76,2,3,-18.875,8153.553571428572,-65.5
-62,-55,-70,127,-76,127,-81,-82,2,3,-21.5,8484.285714285714,-66.0
-61,-55,-71,-68,-79,-69,127,-70,2,3,-43.25,4782.5,-68.5
-62,-55,127,-71,-83,-69,127,-76,2,3,-20.25,8330.5,-65.5
-62,-55,-70,127,-83,127,127,-76,2,3,4.375,10381.125,-58.5
-60,-55,127,127,-80,127,-81,-72,2,3,4.125,10431.55357142857,-57.5
-61,-54,-75,-71,-81,127,127,-80,2,3,-21.0,8427.714285714286,-66.0
127,-55,-70,127,-81,-69,127,127,2,3,29.125,10996.69642857143,36.0
-60,-55,127,-75,-77,127,-84,-81,2,3,-22.25,8584.785714285714,-67.5
-62,-55,-72,-75,-79,-72,127,127,2,3,-20.125,8302.982142857143,-67.0
-61,-53,127,-69,-82,127,-82,127,2,3,4.25,10425.92857142857,-57.0
-60,-54,-70,-70,-81,-68,127,-81,2,3,-44.625,4894.267857142857,-69.0
-61,-55,-70,127,-82,-69,127,-79,2,3,-20.25,8335.642857142857,-65.0
-60,-53,-69,127,127,127,127,-77,2,3,31.125,10552.125,37.0
-60,-55,-71,127,127,-71,127,-73,2,3,6.375,10013.982142857143,-57.5
-62,-54,-68,-68,127,-70,127,127,2,3,7.375,9837.125,-58.0
-61,-54,-66,127,127,127,127,127,2,3,56.75,9410.5,127.0
-60,-54,-67,-68,127,127,127,127,2,3,32.375,10251.410714285714,36.5
127,-54,-73,-70,127,127,127,-79,2,3,29.0,11024.857142857143,36.5
-62,-55,-67,-69,-83,127,127,127,2,3,5.625,10163.125,-58.5
-63,-55,-70,-76,-80,127,127,-68,2,3,-19.75,8261.642857142857,-65.5
-61,-53,-73,127,127,-71,127,-72,2,3,6.375,10020.839285714286,-57.0
-60,-55,-74,-72,127,-71,127,-81,2,3,-19.875,8283.55357142857,-65.5
-60,-54,-74,127,127,127,127,-73,2,3,30.875,10601.55357142857,36.5
-61,-55,-75,127,127,127,127,-77,2,3,30.0,10802.285714285714,36.0
-63,-54,127,127,127,-70,127,-70,2,3,31.375,10475.125,36.5
-61,-53,127,127,-82,127,127,-72,2,3,30.0,10822.0,37.0
-62,-54,127,127,127,127,127,-78,2,3,55.125,9882.69642857143,127.0
-60,-53,-73,127,127,-70,127,-70,2,3,6.875,9935.267857142857,-56.5
-61,-52,-72,127,127,-70,127,-71,2,3,6.875,9936.982142857143,-56.5
-61,-54,-74,-66,127,-70,127,-70,2,3,-17.625,8005.982142857143,-63.5
-62,-55,127,-70,127,-70,-81,-70,2,3,-19.25,8203.357142857143,-66.0
-62,-54,-70,127,-81,127,127,-70,2,3,5.5,10180.857142857143,-58.0
-63,-54,-68,127,127,127,127,-70,2,3,31.625,10417.69642857143,36.5
-62,-54,-68,127,-81,127,127,-70,2,3,5.75,10138.214285714286,-58.0
-62,-55,127,127,-80,127,127,127,2,3,54.75,9990.5,127.0
-62,-55,127,127,-80,-70,127,-71,2,3,5.375,10195.125,-58.5
-62,-54,-68,-73,127,-72,127,-74,2,3,-18.625,8122.267857142857,-65.0
-62,-54,127,-74,127,127,127,127,2,3,55.625,9732.55357142857,127.0
-62,-54,-68,-72,127,127,127,-71,2,3,6.75,9947.357142857143,-58.0
-62,-55,-69,127,-79,-70,127,-71,2,3,-19.0,8168.857142857143,-65.5
-61,-55,-69,-73,127,127,127,-74,2,3,6.125,10056.982142857143,-58.0
-61,-53,-73,-67,-82,127,-81,-70,2,3,-45.0,4923.142857142857,-68.5
-61,-53,-72,-64,127,127,127,-72,2,3,7.375,9849.410714285714,-57.0
-62,127,-65,-67,127,127,127,-76,2,3,29.75,10824.214285714286,32.5
-63,-55,127,127,-81,-69,127,127,2,3,30.0,10804.57142857143,36.0
-62,-53,-67,-66,127,-70,127,-75,2,3,-17.375,7980.839285714285,-64.0
-60,-54,-66,127,-82,-70,127,-70,2,3,-18.5,8130.857142857143,-63.0
-62,-55,-68,-70,-78,-71,127,-73,2,3,-43.75,4809.071428571428,-69.0
-62,-55,-69,-70,127,-71,127,127,2,3,6.75,9941.92857142857,-58.5
-62,-55,127,-73,127,-70,127,127,2,3,31.0,10560.857142857143,36.0
-62,-54,-70,127,127,127,127,-72,2,3,31.25,10506.785714285714,36.5
-62,-55,127,-69,127,-71,127,-76,2,3,6.0,10078.0,-58.5
-62,-54,-69,-71,-78,-70,127,-76,2,3,-44.125,4839.267857142857,-69.5
-62,-55,127,127,127,-70,127,-72,2,3,31.125,10531.267857142857,36.0
-62,-54,-69,-69,127,127,127,-71,2,3,7.0,9902.57142857143,-58.0
-61,-54,-70,-67,127,-71,127,-71,2,3,-17.5,7988.0,-64.0
-62,-55,-72,-73,-77,-71,127,-72,2,3,-44.375,4844.553571428572,-71.5
-62,-55,127,-70,127,-72,127,-74,2,3,6.0,10075.42857142857,-58.5
-62,-54,-69,127,-77,-71,127,127,2,3,6.0,10084.285714285714,-58.0
-62,-55,-69,127,-78,-70,127,-75,2,3,-19.375,8213.410714285714,-65.5
-61,127,-71,-73,-79,127,127,-73,2,3,3.0,10568.0,-66.0
-62,-55,127,127,127,-70,127,-79,2,3,30.25,10743.642857142857,36.0
-62,-54,127,-68,127,-70,127,-73,2,3,6.75,9947.92857142857,-58.0
-61,-55,-73,-71,127,127,127,-73,2,3,6.0,10077.714285714286,-58.0
-62,-54,-73,-78,-80,127,127,127,2,3,4.25,10402.214285714286,-58.0
-62,-55,127,127,-81,-71,127,-71,2,3,5.125,10241.267857142857,-58.5
-62,-56,127,127,127,127,127,-71,2,3,55.75,9685.92857142857,127.0
-62,-55,-71,-76,-82,127,127,-72,2,3,-20.5,8355.714285714286,-66.5
-61,-55,127,-71,-82,-70,127,-70,2,3,-19.375,8223.69642857143,-65.5
-61,-55,-67,-74,-78,-71,127,-68,2,3,-43.375,4791.125,-67.5
-62,-55,-71,127,127,-75,-78,-68,2,3,-19.375,8213.982142857143,-65.0
-61,-55,-72,-70,127,-71,127,-73,2,3,-18.5,8102.857142857143,-65.5
-61,-55,-73,-69,127,127,127,127,2,3,31.25,10505.642857142857,36.0
-61,-54,-71,-69,127,-76,127,-72,2,3,-18.625,8125.982142857143,-65.0
-62,-59,-62,127,127,127,-81,127,2,5,30.5,10686.285714285714,34.0
-62,-58,-62,-66,127,-74,127,127,2,5,7.375,9833.69642857143,-60.0
-62,-59,-62,-66,127,127,-74,-70,2,5,-17.375,7963.410714285715,-62.0
-62,127,-61,-65,127,127,-77,-69,2,5,5.875,10084.410714285714,-61.5
-62,-58,127,-65,127,127,-77,127,2,5,30.75,10616.214285714286,34.5
-61,-59,-62,-65,127,127,127,-70,2,5,8.0,9720.857142857143,-60.0
-61,-58,-62,-66,127,127,-78,-70,2,5,-17.625,8005.982142857143,-61.5
-61,-59,-61,-65,-77,127,127,-65,2,5,-16.75,7902.214285714285,-61.0
-62,-59,-62,-65,-75,-83,127,127,2,5,-19.0,8182.571428571428,-62.0
-61,-60,-63,-64,127,127,127,127,2,5,32.5,10207.42857142857,33.5
-61,-59,-61,127,127,-76,127,-70,2,5,6.75,9945.92857142857,-60.0
-61,-59,-62,-69,127,127,127,-69,2,5,7.625,9784.267857142857,-60.0
-61,-59,-61,-66,-75,-76,127,-68,2,5,-42.375,4723.982142857143,-63.5
-61,-58,-62,127,127,127,127,-68,2,5,32.375,10240.55357142857,34.5
-61,-58,-62,-65,127,-76,127,-68,2,5,-17.0,7928.571428571428,-61.5
-61,-58,-62,-66,127,127,-73,127,2,5,7.625,9790.839285714286,-59.5
-61,-60,127,-65,-76,127,-73,-68,2,5,-18.625,8108.267857142857,-63.0
-61,-59,-62,-65,-76,127,-74,-67,2,5,-42.125,4706.410714285715,-63.5
-61,-58,-62,-65,-76,127,-74,-67,2,5,-42.0,4701.714285714285,-63.5
127,-58,-62,-65,127,-75,127,-68,2,5,6.625,9959.69642857143,-60.0
-61,-58,-62,-64,127,127,127,-68,2,5,8.5,9636.857142857143,-59.5
-61,-58,-62,127,-75,127,-72,-68,2,5,-17.75,8014.214285714285,-61.5
-61,-58,-62,-65,127,-76,-72,-68,2,5,-41.875,4691.267857142857,-63.5
-61,127,-62,127,127,127,127,127,2,5,79.875,7614.125,127.0
127,-58,-61,-66,127,-75,127,-66,2,5,6.875,9918.69642857143,-59.5
-61,-58,-62,-65,127,127,127,-68,2,5,8.375,9657.69642857143,-59.5
-62,-58,-62,-65,127,127,-74,127,2,5,7.5,9812.857142857143,-60.0
127,127,-62,-65,127,127,-73,-67,2,5,30.125,10734.69642857143,32.5
-61,-58,-62,127,127,127,-74,-69,2,5,7.125,9878.125,-59.5
-61,-58,-62,-65,127,127,-75,-68,2,5,-16.875,7911.839285714285,-61.5
-61,-58,-62,-65,127,127,127,-68,2,5,8.375,9657.69642857143,-59.5
-61,-59,-62,127,127,-76,127,127,2,5,31.25,10503.642857142857,34.0
-61,-59,-62,-66,127,127,127,127,2,5,32.5,10209.714285714286,34.0
-61,-59,-62,127,127,127,-74,-68,2,5,7.125,9875.267857142857,-60.0
-61,-58,-61,-66,-76,-77,-76,-70,2,5,-68.125,59.267857142857146,-68.0
-62,-59,-61,-65,127,127,-75,-69,2,5,-17.125,7938.410714285715,-61.5
-61,-59,127,127,-74,127,127,-67,2,5,30.875,10579.55357142857,34.0
127,-59,-62,-65,127,-77,-73,-69,2,5,-18.875,8139.553571428572,-63.5
127,-59,-63,127,127,127,127,127,2,5,80.0,7574.857142857143,127.0
127,-59,-62,-65,127,-76,-73,-68,2,5,-18.625,8108.839285714285,-63.5
-61,-58,127,-65,127,127,-73,-69,2,5,6.875,9915.55357142857,-59.5
-61,-58,-62,127,-73,-77,127,127,2,5,6.25,10037.357142857143,-59.5
127,127,-62,127,-74,-77,-73,-67,2,5,3.5,10479.42857142857,-64.5
-61,-58,-62,-65,-75,127,127,-68,2,5,-16.875,7911.839285714285,-61.5
