Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-73,-2.0,22-57-06,-65,4.19,22-57-06,-71,4.16,22-57-06,-77,-2.0,22-57-06,-72,4.13,22-57-06,-63,4.13,22-57-06,-66,4.16,22-57-06,127,-99.0,22-57-06
-73,4.17,22-57-06,-65,-2.0,22-57-06,-73,4.16,22-57-06,-76,-2.0,22-57-06,-72,4.15,22-57-06,-63,4.13,22-57-06,-66,4.17,22-57-06,127,-99.0,22-57-06
-76,4.18,22-57-06,-64,4.19,22-57-06,-71,4.16,22-57-06,-77,4.16,22-57-06,-72,4.14,22-57-06,-63,4.13,22-57-06,-66,4.15,22-57-06,127,-99.0,22-57-06
-76,4.19,22-57-06,-65,-2.0,22-57-06,-71,4.16,22-57-06,-78,-2.0,22-57-06,-71,-2.0,22-57-06,-63,4.14,22-57-06,-65,-2.0,22-57-06,127,-99.0,22-57-06
-75,-2.0,22-57-06,-65,4.2,22-57-06,-71,4.16,22-57-06,-77,-2.0,22-57-06,-72,4.15,22-57-06,-63,4.13,22-57-06,-66,4.17,22-57-06,127,-99.0,22-57-06
-73,4.18,22-57-06,-65,4.19,22-57-06,-70,4.18,22-57-06,127,-99.0,22-57-06,-72,4.14,22-57-06,-63,4.13,22-57-06,-65,4.15,22-57-06,127,-99.0,22-57-06
-75,4.19,22-57-06,-64,4.19,22-57-06,-71,4.16,22-57-06,-79,4.16,22-57-06,-72,4.14,22-57-06,-63,4.13,22-57-06,-66,4.16,22-57-06,127,-99.0,22-57-06
-73,4.18,22-57-06,-65,4.18,22-57-06,-71,4.14,22-57-06,127,-99.0,22-57-06,-72,4.14,22-57-06,-63,4.13,22-57-06,-66,4.15,22-57-06,127,-99.0,22-57-06
-74,-2.0,22-57-06,-65,4.19,22-57-06,-71,4.16,22-57-06,-80,4.16,22-57-06,-72,4.15,22-57-06,-63,4.14,22-57-06,-67,-2.0,22-57-06,127,-99.0,22-57-06
-74,4.18,22-57-06,-65,4.2,22-57-06,-71,4.15,22-57-06,-75,-2.0,22-57-06,-72,4.14,22-57-06,-63,4.13,22-57-06,-66,4.16,22-57-06,127,-99.0,22-57-06
