Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-68,4.2,22-55-24,-58,4.2,22-55-24,-71,4.16,22-55-24,-70,4.16,22-55-24,-82,4.14,22-55-24,-72,4.15,22-55-24,-71,4.16,22-55-24,-72,4.18,22-55-24
-68,4.18,22-55-24,-58,4.19,22-55-24,-71,4.16,22-55-24,-69,-2.0,22-55-24,-81,4.14,22-55-24,-72,4.16,22-55-24,-71,4.16,22-55-24,-72,4.18,22-55-24
-67,4.18,22-55-24,-58,4.19,22-55-24,-72,4.16,22-55-24,-69,-2.0,22-55-24,-81,4.15,22-55-24,-72,4.13,22-55-24,-71,4.16,22-55-24,-73,4.18,22-55-24
-67,-2.0,22-55-24,-58,4.2,22-55-24,-72,4.16,22-55-24,-69,-2.0,22-55-24,-81,-2.0,22-55-24,-72,4.13,22-55-24,-71,4.16,22-55-24,-72,4.18,22-55-24
-67,4.18,22-55-24,-58,4.19,22-55-24,-72,4.16,22-55-24,-70,-2.0,22-55-24,-81,-2.0,22-55-24,-72,-2.0,22-55-24,-71,-2.0,22-55-24,-72,-2.0,22-55-24
-67,4.19,22-55-24,-58,4.19,22-55-24,-71,-2.0,22-55-24,-70,4.18,22-55-24,-81,4.15,22-55-24,-71,4.13,22-55-24,-71,-2.0,22-55-24,-73,4.18,22-55-24
-67,4.19,22-55-24,-58,-2.0,22-55-24,-72,-2.0,22-55-24,-69,4.17,22-55-24,-82,4.15,22-55-24,-72,4.13,22-55-24,-71,-2.0,22-55-24,-72,4.17,22-55-24
-67,4.18,22-55-24,-58,4.19,22-55-24,-71,4.16,22-55-24,-70,4.17,22-55-24,-80,4.16,22-55-24,-71,4.14,22-55-24,-72,-2.0,22-55-24,-72,-2.0,22-55-24
-68,-2.0,22-55-24,-58,4.18,22-55-24,-71,4.16,22-55-24,-69,-2.0,22-55-24,-81,4.16,22-55-24,-72,4.13,22-55-24,-72,-2.0,22-55-24,-72,4.18,22-55-24
-67,-2.0,22-55-24,-58,-2.0,22-55-24,-71,-2.0,22-55-24,-68,4.16,22-55-24,-84,4.15,22-55-24,-72,4.13,22-55-24,-71,-2.0,22-55-24,-73,4.18,22-55-24
