Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-58,4.2,22-54-37,-60,4.2,22-54-37,-72,4.17,22-54-37,-63,4.17,22-54-37,127,-99.0,22-54-37,-66,-2.0,22-54-37,-78,-2.0,22-54-37,-78,4.18,22-54-37
-59,4.18,22-54-37,-59,4.19,22-54-37,-71,4.16,22-54-37,-64,-2.0,22-54-37,127,-99.0,22-54-37,-66,-2.0,22-54-37,-76,4.15,22-54-37,-77,4.19,22-54-37
-60,4.2,22-54-37,-60,4.18,22-54-37,-71,4.16,22-54-37,-64,4.17,22-54-37,-83,4.15,22-54-37,-67,4.14,22-54-37,-78,-2.0,22-54-37,-78,4.18,22-54-37
-59,4.18,22-54-37,-60,-2.0,22-54-37,-71,-2.0,22-54-37,-64,4.16,22-54-37,127,-99.0,22-54-37,-67,4.13,22-54-37,-80,4.16,22-54-37,-78,4.18,22-54-37
-60,-2.0,22-54-37,-60,4.19,22-54-37,-71,-2.0,22-54-37,-64,4.17,22-54-37,127,-99.0,22-54-37,-67,-2.0,22-54-37,-78,-2.0,22-54-37,-78,4.18,22-54-37
-59,4.18,22-54-37,-59,4.18,22-54-37,-71,4.16,22-54-37,-63,4.16,22-54-37,127,-99.0,22-54-37,-67,4.13,22-54-37,-79,-2.0,22-54-37,-76,4.18,22-54-37
-59,-2.0,22-54-37,-60,4.2,22-54-37,-72,4.16,22-54-37,-64,4.17,22-54-37,-84,4.15,22-54-37,-66,4.14,22-54-37,-78,-2.0,22-54-37,-77,4.18,22-54-37
-59,4.18,22-54-37,-60,4.19,22-54-37,-72,-2.0,22-54-37,-64,-2.0,22-54-37,-85,4.16,22-54-37,-67,-2.0,22-54-37,-78,-2.0,22-54-37,-77,4.18,22-54-37
-59,4.18,22-54-37,-59,-2.0,22-54-37,-72,4.16,22-54-37,-63,4.17,22-54-37,-83,-2.0,22-54-37,-67,4.13,22-54-37,-79,4.16,22-54-37,-76,4.2,22-54-37
-59,4.19,22-54-37,-60,4.2,22-54-37,-73,-2.0,22-54-37,-63,-2.0,22-54-37,127,-99.0,22-54-37,-67,-2.0,22-54-37,-78,4.16,22-54-37,-76,4.19,22-54-37
