Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-75,4.18,22-56-01,-74,4.19,22-56-01,-72,-2.0,22-56-01,-68,4.16,22-56-01,-75,4.15,22-56-01,-70,-2.0,22-56-01,-66,4.16,22-56-01,-85,-2.0,22-56-01
-74,-2.0,22-56-01,-76,4.19,22-56-01,-72,4.16,22-56-01,-67,4.17,22-56-01,-74,-2.0,22-56-01,-71,-2.0,22-56-01,-66,-2.0,22-56-01,127,-99.0,22-56-01
-76,4.19,22-56-01,-76,4.19,22-56-01,-71,4.16,22-56-01,-67,4.17,22-56-01,-75,4.15,22-56-01,-69,-2.0,22-56-01,-67,4.16,22-56-01,127,-99.0,22-56-01
-75,4.18,22-56-01,-78,4.2,22-56-01,-71,4.16,22-56-01,-67,4.16,22-56-01,-75,-2.0,22-56-01,-69,-2.0,22-56-01,-67,4.16,22-56-01,127,-99.0,22-56-01
-76,4.2,22-56-01,-74,4.2,22-56-01,-71,4.15,22-56-01,-71,-2.0,22-56-01,-76,-2.0,22-56-01,-69,4.14,22-56-01,-66,4.14,22-56-01,127,-99.0,22-56-01
-73,4.19,22-56-01,-74,-2.0,22-56-01,-71,-2.0,22-56-01,-67,4.16,22-56-01,-74,4.16,22-56-01,-70,4.13,22-56-01,-67,-2.0,22-56-01,127,-99.0,22-56-01
-73,4.18,22-56-01,-75,4.19,22-56-01,-70,4.17,22-56-01,-66,4.17,22-56-01,-74,4.15,22-56-01,-70,-2.0,22-56-01,-67,-2.0,22-56-01,127,-99.0,22-56-01
-72,4.18,22-56-01,-75,-2.0,22-56-01,-71,4.16,22-56-01,-67,4.16,22-56-01,-75,4.14,22-56-01,-69,4.13,22-56-01,-66,-2.0,22-56-01,127,-99.0,22-56-01
-73,4.19,22-56-01,-74,-2.0,22-56-01,-71,-2.0,22-56-01,-67,-2.0,22-56-01,-75,4.14,22-56-01,-69,4.13,22-56-01,-67,-2.0,22-56-01,127,-99.0,22-56-01
-72,-2.0,22-56-01,-74,4.19,22-56-01,-71,4.16,22-56-01,-67,4.16,22-56-01,-75,4.14,22-56-01,-70,-2.0,22-56-01,-67,4.16,22-56-01,127,-99.0,22-56-01
