Tx_0 RSSI,Tx_1 RSSI,Tx_2 RSSI,Tx_3 RSSI,Tx_4 RSSI,Tx_5 RSSI,Tx_6 RSSI,Tx_7 RSSI,X_Coord,Y_Coord,RSSI_Mean,RSSI_Variance,RSSI_Median
-54,-77,127,127,127,-78,127,-71,0,0,28.5,11141.142857142857,36.5
-54,-76,127,127,127,127,-80,-71,0,0,28.375,11172.55357142857,36.5
-54,127,127,127,127,127,-80,-71,0,0,53.75,10269.92857142857,127.0
-54,127,127,127,127,-77,-80,-71,0,0,28.25,11202.5,36.5
-54,-77,127,-82,127,127,-81,-72,0,0,1.875,10810.410714285714,-63.0
-54,-76,-75,127,127,127,-79,-72,0,0,3.125,10578.69642857143,-63.0
-55,-77,-76,-85,-85,-78,127,-72,0,0,-50.125,5210.982142857143,-76.5
-54,-78,-75,127,127,-78,-79,-72,0,0,-22.75,8607.357142857143,-73.5
-54,-77,127,-83,127,127,-78,-72,0,0,2.125,10764.69642857143,-63.0
-54,-76,127,-81,127,127,-79,-72,0,0,2.375,10717.125,-63.0
-55,-77,127,-82,-82,-76,-80,127,0,0,-24.75,8847.92857142857,-76.5
-55,-74,-76,-82,127,127,-79,127,0,0,1.875,10800.125,-64.5
-55,-75,127,127,127,-76,127,-71,0,0,28.875,11044.69642857143,36.0
-54,-75,-78,127,127,-76,127,-71,0,0,3.375,10533.982142857143,-62.5
-54,-75,-78,127,127,-77,-80,-71,0,0,-22.625,8593.982142857143,-73.0
-54,127,-76,127,127,-78,-80,-71,0,0,2.75,10649.07142857143,-62.5
-54,-74,-75,-82,127,-77,-79,-71,0,0,-48.125,5078.982142857143,-74.5
-54,-74,-75,-77,127,-77,-83,127,0,0,-23.25,8671.07142857143,-74.5
-54,-75,127,-78,127,127,-81,-72,0,0,2.625,10671.69642857143,-63.0
-54,-75,-77,-77,127,-78,-79,127,0,0,-23.25,8665.357142857143,-76.0
-54,127,-75,-78,127,-77,127,-72,0,0,3.125,10578.125,-63.0
-54,127,-77,-80,127,127,-80,-72,0,0,2.25,10739.357142857143,-63.0
-54,127,-77,-79,127,127,-80,-71,0,0,2.5,10694.857142857143,-62.5
-54,-75,127,-78,127,-76,-80,-72,0,0,-22.625,8592.55357142857,-73.5
-54,-74,-77,-80,127,-77,-80,127,0,0,-23.5,8698.57142857143,-75.5
-55,-75,-77,-79,127,127,127,-72,0,0,2.875,10617.839285714286,-63.5
-54,-75,127,-79,-84,127,-81,-72,0,0,-23.875,8754.410714285714,-73.5
-54,127,127,127,127,-76,-82,-72,0,0,28.0,11263.42857142857,36.5
-54,127,-76,-80,127,-76,-79,127,0,0,2.0,10780.57142857143,-65.0
-55,127,-75,-78,127,-76,-80,-72,0,0,-22.75,8601.642857142857,-73.5
-55,-75,-76,127,127,-77,-80,-71,0,0,-22.5,8572.0,-73.0
-54,-75,-77,-79,127,127,-80,-72,0,0,-22.875,8623.839285714286,-73.5
-54,-75,-77,127,127,127,-80,-72,0,0,2.875,10624.982142857143,-63.0
-54,127,-77,127,-86,-77,-79,-71,0,0,-23.75,8742.5,-74.0
-55,-75,127,-78,-84,-77,127,-72,0,0,-23.375,8684.267857142857,-73.5
-54,-74,127,-78,127,127,-79,127,0,0,27.875,11288.125,36.5
-54,127,127,-78,127,-75,-79,-72,0,0,2.875,10624.410714285714,-63.0
-54,-74,-77,-76,127,-76,-79,-71,0,0,-47.5,5033.428571428572,-75.0
-54,-74,-77,-77,127,127,-79,-72,0,0,-22.375,8561.125,-73.0
-54,-74,-76,-77,127,127,-78,-72,0,0,-22.125,8529.55357142857,-73.0
-55,-74,-76,-78,127,127,127,-72,0,0,3.25,10549.642857142857,-63.5
-54,-74,-76,-79,127,-76,127,127,0,0,2.75,10644.5,-64.0
-55,127,127,127,127,127,-79,-71,0,0,53.75,10262.785714285714,127.0
-54,127,-76,-79,127,-76,-79,-71,0,0,-22.625,8593.410714285714,-73.5
-54,-74,-76,-79,127,127,-79,-71,0,0,-22.375,8563.410714285714,-72.5
-55,-74,-76,-77,127,127,-79,127,0,0,2.5,10683.42857142857,-64.5
-54,-74,-77,-77,127,127,-79,-71,0,0,-22.25,8547.07142857143,-72.5
-55,127,127,-80,127,-75,127,-72,0,0,28.25,11195.07142857143,36.0
-55,-75,-76,127,127,-76,-79,-71,0,0,-22.25,8540.214285714286,-73.0
-54,-74,-76,-77,127,127,127,-72,0,0,3.5,10510.0,-63.0
-55,127,127,-78,127,-77,-80,-72,0,0,2.375,10709.125,-63.5
-55,-74,-76,127,127,127,-80,-72,0,0,3.0,10596.57142857143,-63.5
-55,-74,127,127,-88,127,-80,-72,0,0,1.5,10885.42857142857,-63.5
-54,127,-75,-78,127,-76,127,-71,0,0,3.375,10533.982142857143,-62.5
-55,-74,-76,-79,127,-76,-79,-71,0,0,-47.875,5052.696428571428,-75.0
-55,-75,127,-78,127,-76,-79,-71,0,0,-22.5,8571.42857142857,-73.0
-54,-74,127,-78,127,127,-80,-71,0,0,3.0,10604.57142857143,-62.5
-55,127,127,-77,127,127,-79,-71,0,0,28.25,11195.357142857143,36.0
-55,127,-77,-78,127,127,-79,-72,0,0,2.5,10685.714285714286,-63.5
-55,127,127,127,127,-77,-79,-72,0,0,28.125,11223.839285714286,36.0
-54,-74,-77,-77,127,127,-79,-72,0,0,-22.375,8561.125,-73.0
-55,-74,-76,-78,127,127,-81,-72,0,0,-22.75,8603.357142857143,-73.0
-55,-74,-76,127,127,-77,127,-72,0,0,3.375,10526.55357142857,-63.5
-55,-74,127,-78,127,-77,-79,-71,0,0,-22.5,8572.0,-72.5
-54,127,127,127,127,127,-81,-72,0,0,53.5,10344.0,127.0
-55,-75,-77,-79,127,127,-81,-72,0,0,-23.125,8649.267857142857,-73.5
-55,127,-76,127,127,127,127,127,0,0,78.875,7972.125,127.0
-54,127,-76,-79,127,127,-81,-72,0,0,2.375,10717.125,-63.0
-55,-74,-76,127,127,127,-79,-71,0,0,3.25,10551.642857142857,-63.0
-55,127,-76,-78,127,-76,-78,-71,0,0,-22.5,8570.57142857143,-73.5
-55,-76,-77,127,127,127,-79,-72,0,0,2.75,10640.214285714286,-63.5
-55,-75,127,127,127,-76,-79,-71,0,0,3.125,10573.839285714286,-63.0
-55,-75,127,127,127,-76,127,-71,0,0,28.875,11044.69642857143,36.0
-55,-75,127,127,127,-76,-80,-72,0,0,2.875,10618.69642857143,-63.5
-55,127,-77,-78,127,-77,-79,-72,0,0,-23.0,8631.142857142857,-74.5
127,-67,-69,-70,127,127,127,-69,0,1,29.125,10948.69642857143,30.0
-84,-67,-68,127,-85,127,-75,-68,0,1,-24.125,8749.267857142857,-68.0
-84,-68,-68,-69,127,-77,-76,-69,0,1,-48.0,5032.571428571428,-69.0
-83,-68,127,-69,127,127,-78,-68,0,1,1.875,10762.982142857143,-68.0
127,-68,127,127,-86,-75,127,-68,0,1,26.375,11602.839285714286,29.5
-82,-67,127,127,127,127,-78,-69,0,1,26.5,11565.142857142857,30.0
127,-69,127,-72,-85,-76,-77,127,0,1,0.25,11037.357142857143,-70.5
-85,127,-68,-72,127,-77,127,-69,0,1,1.25,10871.07142857143,-68.5
-84,127,-68,-71,127,-75,-76,-69,0,1,-23.625,8667.982142857143,-70.0
127,-70,-69,127,127,-76,-77,-69,0,1,2.5,10637.714285714286,-69.0
127,-68,-68,-70,127,127,-78,-68,0,1,3.625,10448.267857142857,-68.0
127,-68,-68,127,127,127,127,127,0,1,78.25,8148.214285714285,127.0
-85,127,127,127,127,-76,-76,127,0,1,49.75,11374.5,127.0
127,127,-68,-72,127,-77,-78,-69,0,1,2.125,10704.69642857143,-68.5
127,-67,127,127,127,-74,-77,127,0,1,52.125,10686.125,127.0
127,127,-68,127,-84,-76,-77,-68,0,1,1.0,10912.57142857143,-68.0
127,-68,-69,-70,127,-76,-78,-68,0,1,-21.875,8456.982142857143,-68.5
127,-69,-69,-70,127,-76,127,-68,0,1,3.625,10443.410714285714,-68.5
127,-69,-69,-70,-85,-77,-78,-68,0,1,-48.625,5071.125,-69.5
127,127,127,127,-84,-75,127,-68,0,1,51.0,11020.285714285714,127.0
127,-69,-69,127,127,-76,-78,-68,0,1,2.625,10619.69642857143,-68.5
-86,-68,-68,-70,127,127,-77,127,0,1,1.5,10834.57142857143,-68.0
127,-69,127,127,-86,-77,-79,-68,0,1,0.25,11048.214285714286,-68.5
127,127,-69,127,-85,127,-78,-68,0,1,26.0,11686.0,29.5
-84,-69,-68,127,-84,-76,127,-68,0,1,-24.375,8771.69642857143,-68.5
-85,-69,127,-70,127,-76,127,-68,0,1,1.625,10807.410714285714,-68.5
127,-68,127,127,-85,-76,127,-68,0,1,26.375,11599.982142857143,29.5
127,-69,-69,127,127,-77,127,-67,0,1,28.25,11153.07142857143,30.0
127,127,-69,127,127,127,-76,127,0,1,77.125,8532.125,127.0
127,127,127,-71,127,127,-75,-67,0,1,52.75,10505.642857142857,127.0
-86,-68,-68,-70,127,127,-76,-67,0,1,-22.625,8567.410714285714,-68.0
-85,-68,-68,127,127,127,-76,-67,0,1,2.125,10726.982142857143,-67.5
127,-68,127,-71,127,-77,-76,-66,0,1,2.875,10578.125,-67.0
-82,-68,-68,-70,127,127,-76,-67,0,1,-22.125,8496.982142857143,-68.0
127,-68,127,-70,127,127,-77,-68,0,1,28.125,11180.69642857143,29.5
127,-68,127,-70,127,127,-77,-68,0,1,28.125,11180.69642857143,29.5
-83,127,-68,-69,127,-76,-76,-68,0,1,-23.25,8626.214285714286,-68.5
-83,127,127,-70,-86,127,-76,-67,0,1,-0.125,11119.55357142857,-68.5
127,-69,-68,127,-84,-75,-77,-68,0,1,-23.375,8643.69642857143,-68.5
127,127,-68,-70,-85,127,-76,-68,0,1,1.75,10787.357142857143,-68.0
127,-69,-68,-70,-85,127,-76,-68,0,1,-22.75,8575.357142857143,-68.5
-83,-69,-68,-70,127,-74,-76,-68,0,1,-47.625,5004.839285714285,-69.5
-83,127,127,127,-85,-75,-77,-68,0,1,-0.875,11238.982142857143,-71.5
-84,-69,127,-70,127,127,-76,-68,0,1,1.75,10782.785714285714,-68.5
127,-69,-68,127,127,127,127,-68,0,1,53.75,10220.214285714286,127.0
-83,-68,-68,-70,127,-74,-76,127,0,1,-23.125,8609.839285714286,-69.0
-84,127,127,-70,127,-75,-77,-68,0,1,0.875,10930.69642857143,-69.0
127,-68,-68,-70,127,-75,-76,-68,0,1,-21.375,8396.55357142857,-68.0
-85,-69,-68,127,-85,-74,-78,-68,0,1,-50.0,5164.0,-71.5
-85,127,127,-70,-85,-74,127,-68,0,1,-0.125,11119.55357142857,-69.0
-84,-69,-68,127,-85,-73,-78,127,0,1,-25.375,8883.69642857143,-71.0
127,127,-68,-70,127,-74,-78,127,0,1,27.25,11379.92857142857,29.5
127,-68,127,-70,127,127,-75,-68,0,1,28.375,11121.125,29.5
-90,127,127,127,127,-75,127,127,0,1,74.625,9421.125,127.0
127,127,-68,127,127,-75,-77,-67,0,1,27.625,11296.839285714286,30.0
127,-68,-68,127,127,-75,-77,-67,0,1,3.25,10513.357142857143,-67.5
127,127,127,127,127,-75,-77,-67,0,1,52.0,10722.285714285714,127.0
127,-68,127,127,127,127,127,127,0,1,102.625,4753.125,127.0
127,127,-68,-70,127,127,-77,127,0,1,52.5,10578.285714285714,127.0
127,-68,-68,-70,127,-74,127,-67,0,1,4.25,10336.5,-67.5
127,127,-67,-70,127,-75,-77,-67,0,1,3.125,10534.410714285714,-67.0
127,127,-68,-70,127,127,-77,-67,0,1,28.25,11153.357142857143,30.0
127,-68,127,127,127,127,-77,-67,0,1,52.875,10474.410714285714,127.0
127,-69,-68,-70,127,-76,127,-67,0,1,3.875,10402.410714285714,-67.5
127,-68,-68,-70,127,127,-77,-67,0,1,3.875,10404.69642857143,-67.5
127,-68,-68,127,127,-75,-78,-67,0,1,3.125,10536.410714285714,-67.5
127,127,127,-70,127,-75,-78,-67,0,1,27.25,11381.92857142857,30.0
127,-68,127,127,127,-75,-77,-67,0,1,27.625,11296.839285714286,30.0
127,-68,-67,127,127,127,-77,127,0,1,52.875,10474.410714285714,127.0
127,127,127,-70,127,-75,-76,127,0,1,51.75,10788.785714285714,127.0
127,127,127,127,127,-76,-77,-67,0,1,51.875,10758.69642857143,127.0
127,-68,127,-71,127,-76,-76,-66,0,1,3.0,10555.42857142857,-67.0
127,127,-68,-70,127,-76,-76,127,0,1,27.25,11378.785714285714,29.5
127,-68,-67,-70,127,127,127,-67,0,1,29.5,10865.142857142857,30.0
127,-68,-68,-71,127,127,-76,-67,0,1,3.875,10402.982142857143,-67.5
127,-68,-68,-71,-88,-75,127,-67,0,1,-22.875,8602.69642857143,-68.0
127,-68,-68,-71,127,-78,-76,-67,0,1,-21.75,8444.5,-68.0
127,-69,-67,-71,127,127,127,-67,0,1,29.25,10921.642857142857,30.0
127,127,127,-70,127,-76,127,127,0,1,77.0,8574.0,127.0
127,-68,-68,-70,-88,-76,127,-67,0,1,-22.875,8604.125,-68.0
127,-68,-68,127,127,127,127,-67,0,1,54.0,10150.57142857143,127.0
127,127,127,-70,-87,127,-76,-67,0,1,26.0,11691.714285714286,30.0
127,127,-68,-70,127,-76,-76,127,0,1,27.25,11378.785714285714,29.5
127,-69,-68,-70,127,127,-76,-67,0,1,3.875,10402.410714285714,-67.5
127,127,-68,-67,-87,-76,-76,-67,0,1,-23.375,8658.55357142857,-67.5
127,-68,-68,-70,127,-76,-76,-67,0,1,-21.375,8398.839285714286,-68.0
-86,127,-68,-70,127,127,-76,-67,0,1,1.75,10792.5,-67.5
127,-68,-68,-70,127,-76,-77,-67,0,1,-21.5,8414.57142857143,-68.0
127,-68,127,127,127,127,-77,-67,0,1,52.875,10474.410714285714,127.0
127,127,-68,127,127,127,-77,-67,0,1,52.875,10474.410714285714,127.0
127,-68,-68,127,127,-75,-78,-67,0,1,3.125,10536.410714285714,-67.5
127,-68,-69,-71,127,127,-78,-67,0,1,3.5,10469.714285714286,-67.5
127,-68,-69,-72,127,127,-78,-66,0,1,3.5,10471.142857142857,-67.0
127,127,127,127,127,-74,127,-67,0,1,77.625,8361.982142857143,127.0
127,127,127,-72,127,-75,-77,-67,0,1,27.125,11408.125,30.0
127,-68,127,-71,127,-75,-78,127,0,1,27.0,11436.857142857143,29.5
-84,-67,127,-71,127,127,-79,-67,0,1,1.625,10811.69642857143,-67.0
127,-68,-68,-74,127,-75,-78,-67,0,1,-22.0,8472.57142857143,-68.0
127,127,-68,-74,127,127,-77,127,0,1,52.0,10720.285714285714,127.0
127,-66,127,-74,127,-76,-77,-67,0,1,2.625,10622.55357142857,-66.5
127,127,-68,127,127,127,-77,-67,0,1,52.875,10474.410714285714,127.0
127,-68,127,-73,127,127,-77,-66,0,1,28.0,11211.714285714286,30.5
127,127,127,-74,127,-76,-77,-66,0,1,26.875,11467.839285714286,30.5
-84,-68,-68,-73,127,127,-77,-67,0,1,-22.875,8588.982142857143,-68.0
127,-67,127,127,127,-76,127,-68,0,1,53.0,10437.42857142857,127.0
127,127,-69,-71,127,127,127,-67,0,1,53.5,10291.142857142857,127.0
127,-69,127,-72,127,127,-77,127,0,1,52.125,10683.267857142857,127.0
127,127,-69,-71,127,127,127,-71,0,1,53.0,10430.857142857143,127.0
127,-67,-68,-75,127,-77,-79,-67,0,1,-22.375,8521.410714285714,-67.5
127,-68,-68,-81,127,-79,-78,-68,0,1,-23.5,8656.857142857143,-68.0
127,127,127,-76,127,-76,127,-68,0,1,51.875,10756.125,127.0
127,-68,127,-76,127,127,-79,-68,0,1,27.125,11413.55357142857,29.5
127,-67,127,-74,127,127,-78,-67,0,1,27.75,11270.5,30.0
127,-68,-69,-72,127,-76,-81,-67,0,1,-22.375,8521.125,-68.5
127,-68,-68,127,-85,-75,127,-67,0,1,2.25,10704.785714285714,-67.5
127,127,127,-69,-83,-76,127,-68,0,1,26.5,11564.0,29.5
127,-68,-68,127,127,127,-78,-65,0,1,28.625,11073.982142857143,31.0
127,-68,127,-72,-85,127,-79,-68,0,1,1.125,10896.410714285714,-68.0
127,-68,127,-73,127,127,-77,-69,0,1,27.625,11293.410714285714,29.5
127,127,127,-71,127,127,127,-68,0,1,77.875,8274.69642857143,127.0
127,127,-67,-73,127,-76,-78,-69,0,1,2.25,10683.642857142857,-68.0
127,-69,127,127,127,127,127,-69,0,1,78.0,8232.0,127.0
127,-68,-68,-79,127,127,127,-69,0,1,28.0,11213.42857142857,29.5
127,-68,-67,-76,-84,-76,-78,-68,0,1,-48.75,5077.928571428572,-72.0
127,-68,-67,-74,127,-77,-79,-69,0,1,-22.5,8532.57142857143,-68.5
127,-68,-67,-75,127,-77,127,-67,0,1,3.375,10493.125,-67.0
127,-68,127,-72,127,-78,-78,127,0,1,26.5,11553.42857142857,29.5
127,-68,-69,-71,-84,127,-76,-67,0,1,-22.625,8558.55357142857,-68.5
127,127,-69,127,127,127,-77,-68,0,1,52.625,10543.410714285714,127.0
127,-68,-68,-72,127,127,-77,127,0,1,27.875,11237.267857142857,29.5
127,-69,-68,127,127,127,-77,-66,0,1,28.5,11098.285714285714,30.5
127,127,127,-75,-86,-75,-76,-67,0,1,0.25,11042.5,-71.0
127,-69,-68,-73,127,-74,-76,-67,0,1,-21.625,8424.55357142857,-68.5
127,127,-68,127,-87,-75,-76,-67,0,1,1.0,10923.142857142857,-67.5
127,-69,-68,-74,127,-74,-76,-67,0,1,-21.75,8439.357142857143,-68.5
127,-69,-68,-74,127,127,-75,-67,0,1,3.5,10466.285714285714,-67.5
127,-69,127,127,127,127,-76,-67,0,1,52.875,10472.125,127.0
127,127,-68,127,127,-75,-76,-67,0,1,27.75,11267.07142857143,30.0
127,127,-68,127,-87,127,-77,-68,0,1,26.0,11693.42857142857,29.5
127,127,-68,127,127,127,127,127,0,1,102.625,4753.125,127.0
127,127,-68,-72,127,127,127,-69,0,1,53.25,10361.357142857143,127.0
127,-69,-68,-71,127,127,-77,-69,0,1,3.375,10487.410714285714,-68.5
127,-69,-67,-72,127,-75,-78,-68,0,1,-21.875,8456.69642857143,-68.5
127,127,-66,127,-87,127,-75,127,0,1,50.875,11069.839285714286,127.0
127,127,127,-71,127,-74,-77,-68,0,1,27.25,11377.92857142857,29.5
127,-69,127,-71,-87,127,-76,-68,0,1,1.25,10877.92857142857,-68.5
127,-69,127,-72,127,-75,127,-68,0,1,28.0,11205.42857142857,29.5
127,-68,-68,-70,127,-75,-77,127,0,1,2.875,10574.69642857143,-68.0
