Tx_0 RSSI,Tx_1 RSSI,Tx_2 RSSI,Tx_3 RSSI,Tx_4 RSSI,Tx_5 RSSI,Tx_6 RSSI,Tx_7 RSSI,X_Coord,Y_Coord
-74,-67,-61,-69,127,-69,-69,127,2,6
-73,-67,-61,-70,127,127,-69,127,2,6
-72,-66,-61,127,-77,-70,-70,127,2,6
127,-67,-61,-69,-77,-71,-69,-71,2,6
127,-67,-61,-69,127,127,-70,-70,2,6
127,-67,-61,-68,-77,-70,-70,127,2,6
-73,-66,-61,-69,127,-70,-69,127,2,6
127,-66,-61,-69,-76,-70,-69,-71,2,6
-73,127,-61,-69,-77,127,-68,-71,2,6
-73,127,-61,-69,-78,-70,-69,-69,2,6
127,127,-62,-69,-76,-70,-69,-73,2,6
-77,-70,-61,-72,-77,-67,-67,-69,2,6
-76,-73,-64,-68,-77,-68,-67,-67,2,6
-72,-71,-71,-65,127,-68,-64,-68,2,6
-72,127,-61,-63,127,-70,-69,-65,2,6
-71,-68,-61,-65,127,-69,-65,127,2,6
127,-67,-61,-65,-78,-69,-65,-70,2,6
-72,-68,-61,-65,-78,-69,-65,-70,2,6
-72,-68,-61,-66,127,-69,-65,-69,2,6
-72,-68,-61,-66,-77,-68,-65,-70,2,6
-72,-68,-61,127,-77,-70,-65,127,2,6
-72,-67,-61,-66,-77,127,-65,127,2,6
-72,-68,-61,-67,-77,-69,-65,127,2,6
-72,-68,-61,127,-75,127,-66,-70,2,6
-72,-67,-61,-67,-76,127,127,-70,2,6
-72,-67,-61,-67,-77,-70,-65,-70,2,6
-73,-68,-61,-67,127,-82,-68,-69,2,6
-75,-67,-62,127,127,-69,-68,127,2,6
127,-68,127,-65,-81,127,-68,-70,2,6
-74,-68,-61,127,127,127,-68,127,2,6
127,-67,-61,-67,-79,-70,127,-68,2,6
-73,-68,127,-65,-77,127,-67,-68,2,6
-73,-68,-61,127,-79,-69,127,-71,2,6
127,-68,-62,-65,127,-73,-70,-73,2,6
-73,-68,-61,-66,127,-73,-69,-74,2,6
-73,-67,-61,-65,-78,-70,127,127,2,6
127,-68,-61,-67,-79,-72,-65,127,2,6
127,-66,-61,-64,-76,-71,-65,127,2,6
-70,-64,127,-65,127,127,-68,-71,2,6
127,-71,-59,-73,-76,127,-66,-73,2,6
-71,-70,-64,-65,-76,-69,-67,127,2,6
-71,-70,-62,-69,-80,-69,127,-64,2,6
-73,-70,-61,127,127,-71,-68,-71,2,6
-70,-69,-61,-62,127,-72,-67,127,2,6
-70,-67,-60,-62,127,127,-66,-73,2,6
-74,-66,-61,-71,-77,127,-65,127,2,6
-74,-70,-68,-63,-75,-69,-67,127,2,6
127,-67,-61,-66,-76,-69,-68,127,2,6
-73,-71,-61,-69,-75,-66,-67,-68,2,6
-72,-67,-71,127,127,-70,-66,127,2,6
-71,-70,-63,-66,-77,127,-67,-68,2,6
-73,-68,-64,-68,127,127,-65,-68,2,6
127,-71,-60,-64,-79,-69,127,127,2,6
-73,-68,-61,-67,127,-70,-65,127,2,6
-72,-67,-61,-67,-78,-70,-65,-70,2,6
-72,-67,-61,-67,127,-70,-65,127,2,6
127,-68,-61,-67,127,127,-65,-70,2,6
-72,-67,-60,127,127,-70,-66,127,2,6
-72,-68,-61,-67,127,-69,-66,-72,2,6
127,-69,-61,-65,-76,127,-67,-69,2,6
-72,-68,-61,-66,-77,-72,-67,-71,2,6
-72,-68,-61,127,-77,-73,-66,-69,2,6
-72,-68,-61,-71,-77,-74,-67,-69,2,6
-71,127,-61,-70,-75,-72,-67,127,2,6
-71,-69,-61,-65,-77,-73,-68,-68,2,6
-72,-69,-61,-70,-76,127,-67,-70,2,6
127,-68,-61,-67,127,127,127,-69,2,6
-72,-68,-61,-67,-76,-73,-65,-70,2,6
-73,-69,-61,-65,127,127,-65,-72,2,6
127,-67,-60,-69,127,127,-65,-71,2,6
-71,-67,-61,-62,-76,127,-65,-77,2,6
-72,-65,127,-70,-78,-70,-66,-75,2,6
-79,-70,127,-62,-78,-72,-79,-66,2,7
127,-74,-65,-63,-82,127,-77,-69,2,7
-72,-71,-64,-62,127,-71,-77,-71,2,7
-73,-70,-64,-62,-78,-69,127,127,2,7
-73,-71,-64,-62,-79,-69,-77,-71,2,7
127,-70,-63,-62,127,127,-79,-71,2,7
127,127,-64,-62,-79,-69,-76,-71,2,7
127,-70,-64,-62,-78,-69,-78,-70,2,7
-73,127,-64,-62,-78,-69,-79,-70,2,7
-73,-71,-64,-62,127,-69,-74,-69,2,7
-73,-70,-64,-62,-77,-68,-83,-70,2,7
-73,127,-64,-62,127,-69,-78,-71,2,7
-73,127,-64,-62,-79,127,-76,127,2,7
-74,-70,-64,-62,-77,-67,127,-71,2,7
-73,-70,-64,-63,-77,-68,-82,-71,2,7
127,-71,-64,-62,-77,-69,-80,-70,2,7
-74,-70,-64,-63,-77,127,-82,-70,2,7
-74,127,-64,-62,-77,-68,-80,-71,2,7
127,-70,-64,-63,-77,-68,-78,-71,2,7
-74,-69,-64,-62,-78,-68,-78,-71,2,7
-74,-70,-64,-62,-78,-67,-78,-71,2,7
-74,-70,-64,-62,-77,-69,-76,-72,2,7
-74,-68,-65,-62,-76,-67,-82,-68,2,7
-76,-70,-64,-61,-79,-69,-73,-65,2,7
-75,-69,-63,-62,-77,-68,-75,-67,2,7
127,-70,-64,-63,-77,-70,-82,127,2,7
-73,-70,-63,-63,-78,-69,-81,127,2,7
-73,127,-64,-63,127,-68,-82,-72,2,7
127,-70,-64,-64,-78,-70,-82,-71,2,7
-72,-70,-64,-63,-78,-70,-84,-75,2,7
127,-69,-64,-63,-77,127,127,-69,2,7
-71,-66,127,127,-77,127,-81,127,2,7
-71,127,-64,127,127,-68,127,127,2,7
127,-69,-64,-62,-76,-70,-81,-67,2,7
-71,-70,-64,-63,-77,-68,-88,127,2,7
-71,127,-64,-62,127,-69,-82,127,2,7
-71,-71,-64,-62,-76,-69,-82,-67,2,7
-71,-70,-64,-62,127,127,-81,-67,2,7
127,-70,-64,-63,127,-69,-81,-67,2,7
-71,-71,-64,-62,-77,-69,-81,-67,2,7
-71,-71,127,-62,127,-69,-81,-67,2,7
127,-71,-64,127,127,-69,-82,-67,2,7
-72,-71,-63,-62,127,-69,-81,-67,2,7
-71,-71,-64,-62,-77,127,-81,-68,2,7
127,-70,-64,-62,127,127,127,-66,2,7
127,127,-64,-62,-77,-69,-81,-67,2,7
127,-70,-64,-62,-77,-69,-81,-67,2,7
-72,-70,-63,-62,127,-69,-81,127,2,7
127,-70,-64,-62,127,-69,-82,127,2,7
127,-70,-63,-62,-77,-69,-81,127,2,7
127,-70,-64,-62,-77,-68,-82,-67,2,7
-71,-70,-64,-62,-77,-69,-83,127,2,7
127,-71,-64,127,-77,-69,-80,-67,2,7
-71,-71,-64,-62,127,-69,-81,-67,2,7
127,-70,-64,-62,127,127,-80,127,2,7
-71,-70,-63,-62,127,-68,-80,-66,2,7
-71,127,-64,127,127,-69,127,-67,2,7
127,-70,-64,-62,127,-69,-80,-67,2,7
-71,-70,-64,-62,127,-69,127,-67,2,7
-71,127,-64,-62,-77,127,-79,127,2,7
127,-70,-64,-62,127,127,-80,127,2,7
127,-71,-64,-62,127,-69,127,-67,2,7
-71,-71,-64,-61,-77,-69,-80,-67,2,7
127,-70,-64,-62,-78,127,127,-68,2,7
-72,-70,-63,-62,-77,127,-81,-67,2,7
-71,-70,-64,-62,127,-68,-81,-66,2,7
-71,-70,-65,-63,127,-70,-76,-70,2,7
127,-68,127,-62,-76,-70,-79,-78,2,7
-73,-67,-63,-63,-76,-68,127,-64,2,7
-73,-66,-64,-63,-75,127,-73,-65,2,7
-75,127,-62,-63,-75,127,-77,-64,2,7
-74,-70,-62,-63,127,-70,-77,-64,2,7
-73,-70,-62,-63,-75,-69,-77,-64,2,7
-73,-70,-62,-63,127,127,-77,127,2,7
127,127,-62,-63,-77,-67,-76,-64,2,7
127,-71,-61,-63,127,127,-75,-65,2,7
-73,127,-62,-63,-75,-68,-76,127,2,7
127,127,-62,-62,-75,-68,-75,-64,2,7
-73,-70,-62,-63,127,-68,-75,-64,2,7
-75,-70,127,-61,-75,127,127,127,2,7
-73,-71,-62,127,-75,-71,-84,127,2,7
-73,127,-62,-63,127,-69,-78,-68,2,7
-72,-71,-62,-63,-75,127,-80,-65,2,7
-72,-70,-62,-63,-76,127,-78,-65,2,7
-73,-71,-62,-62,-75,-66,127,-67,2,7
-73,127,-62,-62,-75,127,-77,127,2,7
127,-69,-62,127,-77,127,127,-66,2,7
-73,-69,-62,-63,-75,-71,127,-68,2,7
-73,-69,-62,-63,-76,-71,-81,-66,2,7
127,-69,-62,-62,-76,-69,-77,-65,2,7
-73,-71,-62,-62,-74,127,-81,-64,2,7
-73,-68,-62,-62,-76,-66,-79,-65,2,7
127,-69,-62,-62,-75,-65,-76,-67,2,7
127,-70,-62,-67,-75,127,-76,-65,2,7
-72,127,-63,-62,127,-67,-77,-65,2,7
-77,-71,-62,-64,127,-66,-80,-65,2,7
-77,-70,-62,-66,-75,127,-77,-67,2,7
-73,-74,-65,127,-76,-68,127,-65,2,7
-73,-73,-64,-65,-75,127,-77,-66,2,7
-75,127,-63,-65,-75,127,-80,-65,2,7
127,127,-65,127,-78,-68,-79,127,2,7
127,-70,-63,-64,-75,-68,-82,127,2,7
-75,-68,-63,-65,-78,-69,-78,127,2,7
-72,-69,-62,-64,127,-68,-79,127,2,7
-73,-68,-62,127,127,127,127,-67,2,7
-71,-68,127,127,-78,-69,127,-65,2,7
127,-67,-63,-64,-76,-71,127,-65,2,7
-73,-69,-62,-63,-76,-68,-79,127,2,7
-72,-69,-61,-63,127,-68,-77,-66,2,7
127,-69,-62,127,-76,-68,-77,-66,2,7
-73,-70,-62,-63,-76,-69,-77,-66,2,7
-73,-69,-62,-62,127,-70,-77,-67,2,7
-72,-67,-62,-64,-75,-71,-70,-68,2,7
127,-70,-62,-63,-76,-71,-76,-67,2,7
-79,-69,127,-61,-77,-71,-74,-65,2,7
-73,-70,-61,-65,-77,-70,127,-67,2,7
-74,127,-62,-61,127,127,-71,-65,2,7
127,-70,-61,-62,-78,-70,-77,-69,2,7
-83,127,-62,-62,127,-70,-80,127,2,7
-73,-70,-61,-62,127,127,-71,127,2,7
-71,-69,-61,-62,-77,127,-73,-64,2,7
-72,-69,-61,-62,127,127,-74,-68,2,7
127,-67,-61,-63,-75,-69,-76,-69,2,7
-75,-71,127,-63,-73,-70,127,-70,2,7
-73,-73,-62,-63,-76,-70,-77,127,2,7
127,-70,-81,-66,127,-74,127,-71,4,4
127,-65,-82,-66,127,-67,-82,-70,4,4
127,-66,-84,-66,127,-70,-77,-69,4,4
-82,-70,127,-67,-77,-69,127,-70,4,4
-82,-70,-77,-69,-78,-68,-79,-71,4,4
-84,-69,-76,-66,-81,-69,-81,-70,4,4
127,-70,-75,-68,127,-68,-81,-70,4,4
127,-70,127,-65,-84,-70,-75,-67,4,4
127,-70,-78,-65,127,-70,127,-70,4,4
127,-70,-79,-65,-83,-69,127,-72,4,4
127,-70,-78,-65,127,-70,127,-71,4,4
127,-70,-80,-65,127,-69,-80,-71,4,4
-87,-69,-78,-67,127,-68,127,-72,4,4
127,-70,-77,-65,127,-70,-81,-71,4,4
127,-69,-78,-65,127,-68,-79,-73,4,4
127,-70,-79,-65,127,-69,-81,-72,4,4
127,-69,-79,-65,127,-69,-79,-72,4,4
127,-69,-79,-65,127,127,127,-71,4,4
127,-69,-78,-67,127,-69,-79,-70,4,4
127,-69,-79,-65,127,-68,-81,-71,4,4
127,-70,-80,-65,127,-68,-80,-71,4,4
127,-70,127,-69,127,-68,-79,-70,4,4
127,-70,-77,-67,127,-68,-79,-70,4,4
127,-70,-76,-67,127,-68,-78,-71,4,4
127,-70,-78,-68,127,127,-78,-70,4,4
127,-70,-78,-67,127,-68,-84,-72,4,4
127,-68,127,127,127,127,127,-70,4,4
127,-69,-79,-65,127,-69,127,-70,4,4
127,-69,-78,-65,127,-68,-81,-72,4,4
127,-69,-80,-66,127,-68,-80,-72,4,4
127,-70,-79,-65,127,-71,-78,-71,4,4
127,-69,-75,-63,127,-69,-79,-73,4,4
127,-70,-76,-66,127,127,-79,-74,4,4
127,-69,127,-66,127,-69,-79,-74,4,4
127,-69,127,-67,127,-69,-80,-74,4,4
127,-69,-82,-65,127,-69,-82,-74,4,4
127,-68,127,-65,127,-69,-82,-74,4,4
127,-68,-84,-65,127,-69,-80,-73,4,4
127,-68,127,-67,127,-69,-82,-74,4,4
127,-69,-84,-66,-85,127,-82,-74,4,4
127,-69,127,-66,127,-69,-80,-74,4,4
127,-69,-78,-65,127,127,-81,-74,4,4
127,127,-83,-65,-84,-69,-81,-75,4,4
127,-69,-82,-65,127,-69,-81,-74,4,4
127,-69,-82,-65,-85,-69,-81,-75,4,4
127,-69,-82,-65,-84,-70,-81,-74,4,4
127,-69,127,-65,127,-69,-80,-75,4,4
127,-68,127,-65,127,-69,-81,-75,4,4
127,-68,-84,-65,127,-69,-81,-75,4,4
127,-69,127,-65,127,-69,-81,-76,4,4
127,-69,127,-65,127,-69,-79,-75,4,4
127,-69,127,-65,127,-69,-80,-73,4,4
127,-69,127,-65,-87,-69,-80,-74,4,4
127,-69,127,-65,127,-69,-81,-74,4,4
127,-69,-80,-65,-85,-69,-83,-75,4,4
127,-69,-76,-66,-84,-70,-78,-74,4,4
127,-70,-76,-65,127,-70,-79,-74,4,4
127,-69,-75,127,127,-70,-79,-75,4,4
127,-70,-74,-65,127,-70,-80,-75,4,4
127,-70,-75,-65,127,-70,-79,-75,4,4
127,127,-75,-65,127,-70,-79,-74,4,4
127,-70,-75,-65,127,-69,-82,-74,4,4
127,-70,-77,-65,127,-70,-80,-75,4,4
127,-70,-79,-66,127,-69,-79,-75,4,4
127,-70,-79,-65,127,-69,-79,-75,4,4
127,-70,-79,-65,127,-70,-80,-75,4,4
127,-69,-79,-65,127,-69,-80,-74,4,4
127,-70,-79,-65,127,-70,127,-74,4,4
127,-70,-79,-65,127,-69,-80,-76,4,4
127,-70,-78,-66,127,-69,-80,-74,4,4
127,-70,127,-65,127,-69,-81,-73,4,4
127,-70,-78,-67,127,-69,-79,-74,4,4
127,-70,-77,-65,127,-69,-79,-74,4,4
127,-70,-78,-65,127,-68,-80,127,4,4
127,-70,-78,-65,127,-69,-79,-74,4,4
127,-70,-78,-65,127,-69,-80,-74,4,4
127,-70,-79,-65,127,-69,-79,-74,4,4
127,-70,-80,-65,127,-69,-79,-74,4,4
127,-70,-79,-65,127,-69,-79,-74,4,4
127,-70,-79,-65,127,-69,-80,-74,4,4
127,-70,-77,-64,127,-68,-82,-72,4,4
127,-69,-79,-67,127,-69,127,-71,4,4
127,-68,-76,-67,127,-69,-83,-71,4,4
127,-71,-77,-66,127,-69,-80,-75,4,4
127,-72,-81,-66,127,-70,127,-76,4,4
127,-69,-76,-67,127,-70,-81,127,4,4
127,-70,-74,-66,127,-70,127,-73,4,4
127,-70,127,-66,127,-69,-82,-75,4,4
127,-69,127,-66,127,-70,127,-74,4,4
127,-69,127,-67,127,127,-82,-75,4,4
127,-69,127,-67,127,-69,-83,-75,4,4
127,-69,127,-66,127,-69,-82,-75,4,4
127,-69,127,-67,-85,-69,127,-73,4,4
127,-70,-80,-65,127,-70,-80,-75,4,4
127,-70,-80,-67,127,-69,-81,-72,4,4
127,-70,-79,-65,127,127,-81,-73,4,4
127,-70,-80,-65,127,-69,-81,-73,4,4
127,-70,-80,-65,127,-69,-81,-72,4,4
127,-71,-81,-65,127,-69,-80,-73,4,4
127,-71,-79,-65,127,-69,-81,-73,4,4
-73,-74,-72,-65,-73,-69,-67,127,4,5
-74,-68,-74,-57,-73,-70,-67,127,4,5
-74,-68,-75,-57,-73,-69,-67,127,4,5
-73,-68,-74,-57,-73,-68,-67,127,4,5
-74,-67,-75,-57,-73,-69,-67,127,4,5
-74,-67,-74,127,-75,-70,-67,127,4,5
-74,127,-73,-57,-74,-71,-67,127,4,5
-74,-68,-74,-57,-74,127,127,-80,4,5
-74,-68,-73,-57,-72,127,-67,-82,4,5
-74,-68,-74,-58,-73,127,127,127,4,5
-74,127,-74,-57,-72,-69,127,127,4,5
-74,-67,-73,-57,127,127,-68,127,4,5
-74,-68,-74,-57,-74,-70,-67,127,4,5
127,-68,-73,-57,-75,-70,-66,-83,4,5
-74,-67,-74,-57,-74,127,-67,127,4,5
-74,-67,-73,127,-74,-70,-67,-82,4,5
-73,-68,-73,-57,127,-70,-67,-83,4,5
-74,-68,127,-57,-75,127,-67,127,4,5
-74,-68,-74,127,127,-70,-67,127,4,5
127,127,-73,127,-74,-70,-67,-86,4,5
-73,-68,-74,-57,127,127,-68,-83,4,5
-74,-68,-74,-57,-73,-70,-67,127,4,5
-74,-68,-73,-57,-74,-69,-67,127,4,5
-75,-67,-70,-62,-73,-69,-66,-83,4,5
-75,-68,-73,-58,-74,-69,-68,-82,4,5
-75,-67,-73,-56,-72,-68,-66,-77,4,5
-73,-68,-72,-57,-72,127,-67,-78,4,5
-73,-68,-70,-57,-73,-69,-67,127,4,5
-76,-65,-70,-57,-73,-71,-68,-81,4,5
-76,-67,-70,-57,-72,127,-67,-80,4,5
-75,-67,-70,-57,-72,-73,-67,-80,4,5
-76,-67,-70,-57,-72,-70,-68,-82,4,5
-75,-67,127,-57,-72,-71,-67,-75,4,5
-78,127,-72,-56,-72,-70,-67,-79,4,5
-74,-69,-71,-57,-72,-69,-67,127,4,5
-76,-67,-72,-57,-71,-71,-67,-82,4,5
-75,-68,-71,-57,-73,-71,-66,-75,4,5
-75,-66,-70,-58,-73,-71,-68,-71,4,5
-76,-66,127,-57,-72,-69,-67,-78,4,5
-76,-67,-71,-58,-71,-71,-67,-81,4,5
-75,-68,-72,-58,-73,-70,-67,-79,4,5
-74,127,-72,-58,-72,-71,-67,-79,4,5
-74,-68,-74,-57,-73,-70,-68,-78,4,5
-75,-68,-74,-57,-73,-76,-72,-77,4,5
-75,-67,-72,-58,-73,127,-66,-79,4,5
-75,-68,-74,-57,-73,-70,-66,-72,4,5
-77,-73,-71,-58,-71,-73,-65,-72,4,5
-75,-69,-73,-57,-73,-73,127,-78,4,5
-78,-68,127,-59,-71,-70,-67,-78,4,5
-76,-68,-75,-58,-72,-70,-67,-76,4,5
-76,-68,-73,-58,-71,-69,-69,-82,4,5
-74,-68,-71,-59,-72,-72,-69,-83,4,5
-74,-68,-71,-59,-72,-71,-68,-82,4,5
-76,-68,-71,-59,-71,-70,-68,-79,4,5
-75,127,-73,-58,-71,-71,-68,-77,4,5
-74,-68,-72,-58,-72,-70,-68,127,4,5
-74,-67,-73,-57,-72,-72,-66,-76,4,5
-75,-67,-75,-57,-71,-73,-67,-81,4,5
-75,-68,127,-58,-72,-72,-71,-78,4,5
-72,-68,-71,-58,-71,-70,-68,127,4,5
-75,-70,127,-57,-72,-71,-68,127,4,5
-74,-69,-71,-58,-72,-71,-68,-82,4,5
-74,-71,-68,-58,-71,-71,-67,127,4,5
-75,-69,-77,-58,-72,-71,-67,-79,4,5
-75,-69,-75,-58,-72,-72,127,-79,4,5
127,-69,-74,-57,-72,-71,-67,127,4,5
-75,-70,-76,-57,-72,-71,-67,-81,4,5
-75,-69,127,-58,-72,-71,-67,-81,4,5
-75,-69,-75,-58,-72,-72,-67,-81,4,5
-75,127,-77,-58,-72,-72,-67,-80,4,5
-74,-71,-78,-57,-72,-72,-67,-80,4,5
-75,127,-77,-57,-72,-72,-67,-80,4,5
-74,-70,-77,-58,-72,-72,-67,-83,4,5
-75,-70,-75,127,-72,-72,-67,-83,4,5
-75,-69,-77,-58,-72,-72,-67,-82,4,5
-74,-69,-78,-58,-72,-72,-67,-84,4,5
-74,-69,-76,-58,-72,-72,-67,-83,4,5
-74,-70,-77,-58,-72,-72,-67,-82,4,5
-74,-69,-78,-58,127,-72,-67,127,4,5
-74,-68,127,-58,-72,-72,127,-81,4,5
-74,-70,-75,-58,-72,-72,-67,-82,4,5
-75,-70,-73,-58,-72,-72,-67,127,4,5
-74,127,-77,-58,-72,-72,-67,-79,4,5
-75,-69,-72,-57,-72,-72,-67,-78,4,5
-75,-69,-73,-57,-72,-71,-67,-80,4,5
-74,127,-72,-57,-72,-71,-68,-79,4,5
-75,-70,-73,-58,-72,-71,-68,-79,4,5
-75,-69,-73,-58,-72,-71,-68,-78,4,5
-75,-70,-73,-58,-72,-71,-68,-79,4,5
-75,-70,-73,-58,-72,-71,-68,-78,4,5
-74,-70,-72,-58,-72,-71,-67,-79,4,5
-75,-70,-73,-58,-72,-71,-68,-80,4,5
-74,-70,-72,-58,-72,-72,-67,-80,4,5
-75,-70,-72,-58,-72,-71,-67,-79,4,5
-75,-71,-73,-58,-72,-72,-67,-80,4,5
-74,-69,-74,-58,-72,-71,-67,-77,4,5
-74,-70,-74,-58,-72,-71,-67,-79,4,5
-75,-70,-73,-57,-72,-71,-67,-78,4,5
-75,-70,-74,-57,-72,-71,-67,-78,4,5
-75,-70,-74,-58,-72,-71,-67,127,4,5
-77,-72,-79,-61,-80,-73,-71,-70,4,6
127,-71,-80,-62,127,-73,-70,-69,4,6
-84,-72,-80,-63,127,-73,-71,-70,4,6
-85,-73,-79,-63,-82,-73,-71,-69,4,6
-84,-73,-79,-63,-83,-73,-70,-68,4,6
-83,-72,-80,-63,-78,-73,-70,-70,4,6
-83,-72,-79,-62,-79,-73,127,-70,4,6
-82,-72,-78,-62,-79,127,-70,-70,4,6
-84,-72,-78,-63,-80,127,-70,-70,4,6
-85,-72,-79,-63,-81,-73,-70,-71,4,6
127,-73,-78,-62,127,-73,127,-71,4,6
127,-72,-77,-62,-81,127,-70,-70,4,6
127,-72,-78,-63,-81,-72,127,-71,4,6
-84,-72,-78,-63,-83,-71,-69,-70,4,6
-84,-72,-77,-63,-83,127,-69,-70,4,6
-83,-72,-78,-63,127,127,127,-71,4,6
-84,-72,-78,-63,-83,-71,127,-71,4,6
127,-72,-78,-62,-79,-73,-70,-71,4,6
-83,-73,-78,-62,-80,-73,127,-70,4,6
-83,-72,-78,-62,-81,127,127,-71,4,6
-83,-72,-79,-63,-81,-72,127,-71,4,6
-83,-72,-78,-63,-81,-72,-70,-71,4,6
-82,127,-78,-63,-81,-72,-70,-70,4,6
-82,-72,-78,-62,-81,-72,127,-71,4,6
-82,-72,-78,-62,-82,-72,-70,-70,4,6
-82,-73,-78,-63,-81,-72,-70,-71,4,6
-81,127,127,-61,-81,-72,-70,-71,4,6
-82,-72,-79,-62,-80,-72,-69,-71,4,6
-83,-73,-77,-63,-82,-73,-70,-71,4,6
-82,-72,-77,-62,-82,-72,-70,-70,4,6
-79,-74,-78,127,-79,-69,-70,-70,4,6
-82,-72,-79,-63,-82,-73,-70,-70,4,6
127,-71,-76,-63,127,-72,-70,-70,4,6
127,-71,-73,127,-85,-75,-71,-69,4,6
127,-71,-73,-62,-80,-71,-71,-72,4,6
127,-72,127,-63,-81,-72,127,-68,4,6
127,-72,-74,-63,-82,-72,-70,-69,4,6
127,-73,-75,-63,-80,-71,-70,-68,4,6
127,-73,127,-61,-81,-71,-70,-68,4,6
-87,-73,-74,-63,-80,-72,-71,-69,4,6
-87,-72,-73,-63,-80,-72,-70,-72,4,6
-83,-72,127,-63,-78,-72,-70,-71,4,6
127,127,-76,-63,-79,-72,-70,-69,4,6
-83,-73,-75,-63,-79,127,-71,-69,4,6
127,-73,-74,-64,-77,-72,-70,-68,4,6
127,-73,-73,-63,-79,-73,-70,-69,4,6
-82,-73,-73,-63,-80,-72,-71,-69,4,6
-86,127,-73,-63,-79,-73,-71,-68,4,6
127,-71,-74,-63,-78,127,-72,-71,4,6
-80,-77,-77,-63,-78,-73,-72,-72,4,6
127,-74,-77,-62,-77,-73,-72,-69,4,6
-83,-74,-78,-63,-78,-71,-70,-74,4,6
-82,-72,-76,-63,127,-72,-71,-71,4,6
127,-75,-78,-63,-77,-72,-71,-70,4,6
-86,-77,127,-61,-81,-71,-75,-67,4,6
-84,-78,-81,-62,-78,-71,127,-69,4,6
-81,-72,-78,-62,-77,-72,-73,-70,4,6
-79,-74,-80,-63,-77,-71,-74,-69,4,6
-80,127,-80,-61,-77,-71,-74,-69,4,6
-80,-74,-80,-62,-77,-73,127,-69,4,6
-82,-74,-80,-63,-77,-71,-73,-69,4,6
-81,-74,-79,-62,-77,-73,-71,-66,4,6
-77,-78,-77,-63,-76,-70,-71,-72,4,6
-76,-74,127,-64,-77,-71,-74,-70,4,6
-78,-75,-77,-64,-78,-71,-74,127,4,6
-80,-74,-76,-64,-78,-72,-71,-69,4,6
-82,-81,-79,-62,-77,-70,-73,-70,4,6
-85,-82,-79,-64,-77,-71,-77,-72,4,6
-78,-79,-80,-64,-77,-72,-75,-71,4,6
-77,-78,-80,-65,-78,-73,-74,-71,4,6
-77,-79,-80,-64,-77,127,-74,-71,4,6
-78,-77,-80,-65,-79,-72,127,-71,4,6
-78,-73,-76,-63,-77,-72,-72,-71,4,6
-82,-74,-77,-63,-79,-72,-72,-70,4,6
-80,-73,-76,-63,127,-72,-71,-72,4,6
127,127,-76,-63,-78,-72,-71,-72,4,6
-81,-74,-76,-64,-78,-72,-72,-71,4,6
-80,-74,127,-63,-78,-72,-72,-72,4,6
-81,127,-76,-64,-77,-71,-72,-72,4,6
-80,-74,-76,-64,-77,-72,-72,-72,4,6
-81,-74,-76,-64,-78,-71,-72,-72,4,6
-80,-74,-76,-63,-78,-72,-72,-72,4,6
-80,-73,-76,-64,-77,-71,-71,-72,4,6
-80,-74,-76,-63,-78,-72,-71,-71,4,6
-82,-75,-78,-63,-79,-72,-72,-72,4,6
-81,-74,-76,-63,-77,-72,-72,-71,4,6
-81,-75,-75,-63,-78,-72,-72,-71,4,6
-80,-75,-76,127,-78,-72,-72,-71,4,6
-80,-75,-76,-63,-78,-72,-72,-71,4,6
-80,-75,-76,-63,-78,-72,-72,-71,4,6
-81,-74,-78,-63,-78,-72,-72,-71,4,6
-81,-75,-77,-63,-78,-72,-72,-72,4,6
-80,-75,-78,-63,-79,-72,-72,-71,4,6
-82,-76,-79,-63,-78,-72,-72,-72,4,6
-81,-74,-80,-63,-78,-72,-72,-71,4,6
-82,-74,-78,-63,127,-71,-72,-73,4,6
-80,-74,-77,127,-78,-72,-71,127,4,6
127,-76,-77,-64,-78,-72,-72,-71,4,6
-80,-74,-79,-63,-79,-71,-72,-71,4,6
-80,-75,127,-63,-79,-72,-72,-71,4,6
127,-67,-75,127,-78,-64,-73,-64,4,7
-83,-68,-72,-50,127,-63,-74,-65,4,7
-78,-63,-73,-51,-81,-64,-75,-62,4,7
-76,-64,-74,-50,-81,-63,127,-61,4,7
-82,-63,-77,-50,-81,-63,-76,127,4,7
127,-64,127,-50,-75,-63,-77,-63,4,7
-76,-65,-78,-50,-78,-64,-75,-63,4,7
-77,-65,-78,-51,127,127,-74,-63,4,7
-78,-68,-77,-51,-79,-63,127,-65,4,7
-79,-66,-77,-50,-80,-63,-72,-63,4,7
127,-68,-70,-50,-80,-63,-73,-63,4,7
-81,-65,-71,-50,127,-63,127,-63,4,7
-80,-66,127,-50,-80,-63,127,127,4,7
-82,-65,127,-50,127,-64,-72,127,4,7
-83,-72,-77,-50,-79,-63,-70,-70,4,7
-82,-73,-77,-50,-79,-64,-71,127,4,7
-79,-72,-79,127,-78,-64,-71,127,4,7
-79,127,-78,-50,-77,-64,127,-73,4,7
-82,-68,-75,-50,-75,-64,-71,-63,4,7
-85,-70,-75,-50,-78,-65,-72,-64,4,7
127,127,-77,-50,-77,-63,-74,-61,4,7
127,-68,-76,-50,-83,-63,-73,-62,4,7
127,-68,-76,-50,127,-63,-75,127,4,7
127,-67,-76,-50,-78,-63,-72,-62,4,7
127,-67,-76,-50,-78,-63,-73,-62,4,7
