Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-63,-2.0,22-53-34,-66,4.2,22-53-34,-67,4.17,22-53-34,-70,4.18,22-53-34,-80,-2.0,22-53-34,-67,-2.0,22-53-34,-74,-2.0,22-53-34,-76,4.18,22-53-34
-63,-2.0,22-53-34,-70,4.19,22-53-34,-67,-2.0,22-53-34,-69,4.17,22-53-34,-80,-2.0,22-53-34,-66,4.14,22-53-34,-75,-2.0,22-53-34,-76,4.18,22-53-34
-63,4.18,22-53-34,-67,4.2,22-53-34,-68,4.16,22-53-34,-68,-2.0,22-53-34,-82,4.16,22-53-34,-65,4.14,22-53-34,-75,-2.0,22-53-34,-75,4.19,22-53-34
-64,4.19,22-53-34,-69,-2.0,22-53-34,-70,4.17,22-53-34,-68,4.16,22-53-34,-83,4.15,22-53-34,-65,-2.0,22-53-34,-73,4.17,22-53-34,-75,4.18,22-53-34
-63,-2.0,22-53-34,-67,4.19,22-53-34,-68,4.16,22-53-34,-69,4.16,22-53-34,127,-99.0,22-53-34,-65,4.16,22-53-34,-74,-2.0,22-53-34,-76,4.18,22-53-34
-63,4.19,22-53-34,-68,4.18,22-53-34,-69,4.16,22-53-34,-70,4.17,22-53-34,127,-99.0,22-53-34,-65,-2.0,22-53-34,-74,4.16,22-53-34,-77,4.18,22-53-34
-63,-2.0,22-53-34,-67,4.19,22-53-34,-68,-2.0,22-53-34,-68,-2.0,22-53-34,127,-99.0,22-53-34,-65,4.13,22-53-34,-75,-2.0,22-53-34,-75,-2.0,22-53-34
-63,4.18,22-53-34,-68,4.19,22-53-34,-69,4.16,22-53-34,-69,-2.0,22-53-34,-80,4.15,22-53-34,-65,4.13,22-53-34,-74,4.16,22-53-34,-76,4.19,22-53-34
-63,4.19,22-53-34,-69,-2.0,22-53-34,-69,-2.0,22-53-34,-68,4.16,22-53-34,-82,4.16,22-53-34,-65,-2.0,22-53-34,-74,4.16,22-53-34,-76,4.19,22-53-34
-63,4.18,22-53-34,-69,4.19,22-53-34,-68,4.14,22-53-34,-68,4.16,22-53-34,-82,4.15,22-53-34,-65,4.14,22-53-34,-74,-2.0,22-53-34,-76,-2.0,22-53-34
